"","site","plot","subplot","diversity","id","species","genus","family","growth_form","seed_source_short","percent_change_height","percent_change_number_leaves","percent_change_number_herb_damaged","percent_change_number_fungal_damaged","percent_change_number_necrotic_damaged","percent_change_percent_herb","percent_change_percent_necrose","percent_change_percent_fungal","tot_veg","herb_max","grass","fern","herbaceous","woody","rock","deadwood","leaflitter","moss","saplings","seedlings","delta_height","delta_number_leaves","delta_number_herb_damaged","delta_number_fungal_damaged","delta_number_necrotic_damaged","delta_percent_herb","delta_percent_necrose","delta_percent_fungal"
"216","b","bm22","bm22-iv",4,"166","smilax glabra","smilax","smilacaceae","shrub/liana","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.4,107,0.01,0.3,0.05,0.01,0,0.02,0.5,0,2,8,NA,NA,NA,NA,NA,NA,NA,NA
"217","b","bm22","bm22-iv",4,"186","unknown sp.","unknown","unknown","unknown",NA,-100,-100,NA,NA,NA,NA,NA,NA,0.4,107,0.01,0.3,0.05,0.01,0,0.02,0.5,0,2,8,-4,-3,0,0,0,0,0,0
"218","b","bm24","bm24-i",2,"167","smilax china","smilax","smilacaceae","shrub/liana","EI",0,27.7777777777778,-44.4444444444444,NA,NA,-56.5217391304348,NA,NA,0.35,65,0.01,0.3,0.02,0.02,0,0.01,0.25,0.05,4,22,0,5,-4,3,0,-0.282608695652174,0,0.130434782608696
"219","b","bm24","bm24-i",2,"170","rhaphiolepis indica","rhaphiolepis","rosaceae","shrub/tree","ASP",5.12820512820513,0,300,300,NA,299.999999999999,NA,300,0.35,65,0.01,0.3,0.02,0.02,0,0.01,0.25,0.05,4,22,2,0,6,18,0,0.05,0,0.15
"220","b","bm24","bm24-i",2,"209","betula luminifera","betula","betulaceae","shrub/tree","II",-18.75,0,NA,NA,NA,NA,NA,NA,0.35,65,0.01,0.3,0.02,0.02,0,0.01,0.25,0.05,4,22,-6,0,1,2,0,0.1,0,0.2
"221","b","bm24","bm24-i",2,"80","machilus leptophylla","machilus","lauraceae","shrub/tree","II",21.7391304347826,100,NA,NA,NA,NA,NA,NA,0.35,65,0.01,0.3,0.02,0.02,0,0.01,0.25,0.05,4,22,5,8,3,0,0,0.1875,0,0
"222","b","bm24","bm24-ii",2,"84","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",53.448275862069,0,NA,NA,NA,NA,NA,NA,0.05,75,0,0.03,0.001,0.01,0,0.05,0.03,0,1,9,31,0,3,0,0,0.03,0,0
"223","b","bm24","bm24-ii",2,"905","machilus leptophylla","machilus","lauraceae","shrub/tree","II",NA,NA,NA,NA,NA,NA,NA,NA,0.05,75,0,0.03,0.001,0.01,0,0.05,0.03,0,1,9,NA,NA,NA,NA,NA,NA,NA,NA
"224","b","bm24","bm24-iii",2,"125","camellia fraterna","camellia","theaceae","shrub/tree","EI",50,28.5714285714286,NA,NA,NA,NA,NA,NA,0.15,35,0.001,0.08,0.02,0.08,0,0.01,0.05,0.001,8,5,4,2,2,0,0,0.222222222222222,0,0
"225","b","bm24","bm24-iii",2,"139","camellia fraterna","camellia","theaceae","shrub/tree","EI",68.5714285714286,-44.7368421052632,300,NA,NA,623.809523809524,NA,NA,0.15,35,0.001,0.08,0.02,0.08,0,0.01,0.05,0.001,8,5,24,-17,6,0,0,0.328320802005013,0,0
"226","b","bm24","bm24-iii",2,"192","camellia fraterna","camellia","theaceae","shrub/tree","EI",-100,-100,-100,NA,NA,-100,NA,NA,0.15,35,0.001,0.08,0.02,0.08,0,0.01,0.05,0.001,8,5,-38,-54,-6,0,0,-0.111111111111111,0,0
"227","b","bm24","bm24-iii",2,"196","camellia fraterna","camellia","theaceae","shrub/tree","EI",44.1860465116279,71.4285714285714,300,NA,NA,133.333333333334,NA,NA,0.15,35,0.001,0.08,0.02,0.08,0,0.01,0.05,0.001,8,5,19,30,15,9,0,0.158730158730159,0,0.125
"228","b","bm24","bm24-iii",2,"38","camellia fraterna","camellia","theaceae","shrub/tree","EI",-15.7894736842105,-35.4838709677419,100,NA,NA,210,NA,NA,0.15,35,0.001,0.08,0.02,0.08,0,0.01,0.05,0.001,8,5,-3,-11,1,0,0,0.067741935483871,0,0
"229","b","bm24","bm24-iii",2,"46","camellia fraterna","camellia","theaceae","shrub/tree","EI",-25,-8.33333333333333,NA,NA,NA,NA,NA,NA,0.15,35,0.001,0.08,0.02,0.08,0,0.01,0.05,0.001,8,5,-4,-1,0,0,0,0,0,0
"230","b","bm24","bm24-iii",2,"52","camellia fraterna","camellia","theaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.15,35,0.001,0.08,0.02,0.08,0,0.01,0.05,0.001,8,5,NA,NA,NA,NA,NA,NA,NA,NA
"231","b","bm24","bm24-iii",2,"6","camellia fraterna","camellia","theaceae","shrub/tree","EI",73.5294117647059,29.8245614035088,33.3333333333333,NA,NA,2.70270270270283,NA,NA,0.15,35,0.001,0.08,0.02,0.08,0,0.01,0.05,0.001,8,5,25,17,1,0,0,0.0014224751066857,0,0
"232","b","bm24","bm24-iii",2,"703","smilax china","smilax","smilacaceae","shrub/liana","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.15,35,0.001,0.08,0.02,0.08,0,0.01,0.05,0.001,8,5,NA,NA,NA,NA,NA,NA,NA,NA
"233","b","bm24","bm24-iii",2,"944","syzygium buxifolium","syzygium","myrtaceae","shrub/tree","II",NA,NA,NA,NA,NA,NA,NA,NA,0.15,35,0.001,0.08,0.02,0.08,0,0.01,0.05,0.001,8,5,NA,NA,NA,NA,NA,NA,NA,NA
"234","b","bm24","bm24-iii",2,"957","camellia fraterna","camellia","theaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.15,35,0.001,0.08,0.02,0.08,0,0.01,0.05,0.001,8,5,NA,NA,NA,NA,NA,NA,NA,NA
"235","b","bm24","bm24-iii",2,"96","camellia fraterna","camellia","theaceae","shrub/tree","EI",46.3414634146341,-3.44827586206897,112.5,NA,NA,120.089285714285,NA,NA,0.15,35,0.001,0.08,0.02,0.08,0,0.01,0.05,0.001,8,5,19,-2,9,0,0,0.16564039408867,0,0
"236","b","bm24","bm24-iv",2,"126","premna microphylla","premna","lamiaceae","shrub/tree","EI",7.14285714285714,33.3333333333333,NA,NA,NA,NA,NA,NA,0.25,57,0,0.2,0.02,0.01,0,0.02,0.03,0.01,4,9,1,2,0,1,0,0,0,0.125
"237","b","bm24","bm24-iv",2,"137","premna microphylla","premna","lamiaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.25,57,0,0.2,0.02,0.01,0,0.02,0.03,0.01,4,9,NA,NA,NA,NA,NA,NA,NA,NA
"238","b","bm24","bm24-iv",2,"180","premna microphylla","premna","lamiaceae","shrub/tree","EI",-18.75,-50,0,NA,NA,100,NA,NA,0.25,57,0,0.2,0.02,0.01,0,0.02,0.03,0.01,4,9,-3,-2,0,1,0,0.25,0,0.5
"239","b","bm24","bm24-iv",2,"75","premna microphylla","premna","lamiaceae","shrub/tree","EI",88.8888888888889,77.7777777777778,NA,NA,NA,NA,NA,NA,0.25,57,0,0.2,0.02,0.01,0,0.02,0.03,0.01,4,9,8,7,4,0,0,0.25,0,0
"240","b","bm29","bm29-i",2,"134","actinidia melanandra","actinidia","actinidiaceae","liana","EI",1.02040816326531,26.530612244898,NA,NA,NA,NA,NA,NA,0.2,78,0.001,0.15,0.02,0.03,0,0.02,0.7,0,7,4,1,13,9,14,0,0.145161290322581,0,0.225806451612903
"241","b","bm29","bm29-i",2,"136","premna microphylla","premna","lamiaceae","shrub/tree","EI",50,-25,-33.3333333333333,NA,NA,-11.111111111111,NA,NA,0.2,78,0.001,0.15,0.02,0.03,0,0.02,0.7,0,7,4,19,-5,-2,3,0,-0.033333333333333,0,0.2
"242","b","bm29","bm29-i",2,"154","camellia fraterna","camellia","theaceae","shrub/tree","EI",41.1764705882353,185.714285714286,NA,NA,NA,NA,NA,NA,0.2,78,0.001,0.15,0.02,0.03,0,0.02,0.7,0,7,4,7,78,16,44,0,0.133333333333333,0,0.366666666666667
"243","b","bm29","bm29-i",2,"160","itea omeiensis","itea","iteaceae","shrub","II",0,-9.09090909090909,-100,NA,NA,-100,NA,NA,0.2,78,0.001,0.15,0.02,0.03,0,0.02,0.7,0,7,4,0,-1,-1,0,2,-0.0909090909090909,0.2,0
"244","b","bm29","bm29-i",2,"169","lindera reflexa","lindera","lauraceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.2,78,0.001,0.15,0.02,0.03,0,0.02,0.7,0,7,4,NA,NA,NA,NA,NA,NA,NA,NA
"245","b","bm29","bm29-i",2,"34","lindera reflexa","lindera","lauraceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.2,78,0.001,0.15,0.02,0.03,0,0.02,0.7,0,7,4,NA,NA,NA,NA,NA,NA,NA,NA
"246","b","bm29","bm29-i",2,"8","itea omeiensis","itea","iteaceae","shrub","II",71.4285714285714,-50,-33.3333333333333,NA,NA,33.3333333333332,NA,NA,0.2,78,0.001,0.15,0.02,0.03,0,0.02,0.7,0,7,4,15,-6,-1,1,0,0.083333333333333,0,0.166666666666667
"247","b","bm29","bm29-i",2,"871","itea omeiensis","itea","iteaceae","shrub","II",NA,NA,NA,NA,NA,NA,NA,NA,0.2,78,0.001,0.15,0.02,0.03,0,0.02,0.7,0,7,4,NA,NA,NA,NA,NA,NA,NA,NA
"248","b","bm29","bm29-ii",2,"123","lindera reflexa","lindera","lauraceae","shrub/tree","EI",58.0645161290323,-4.16666666666667,200,0,NA,213.04347826087,NA,4.34782608695681,0.8,45,0.15,0.35,0.1,0.1,0,0.02,0.4,0,3,2,18,-1,2,0,0,0.0887681159420293,0,0.00543478260869601
"249","b","bm29","bm29-ii",2,"1251","castanopsis fargesii","castanopsis","fagaceae","tree","II",NA,NA,NA,NA,NA,NA,NA,NA,0.8,45,0.15,0.35,0.1,0.1,0,0.02,0.4,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"250","b","bm29","bm29-ii",2,"1260","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.8,45,0.15,0.35,0.1,0.1,0,0.02,0.4,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"251","b","bm29","bm29-ii",2,"1280","buddleja lindleyana","buddleja","scrophulariaceae","shrub","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.8,45,0.15,0.35,0.1,0.1,0,0.02,0.4,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"252","b","bm29","bm29-ii",2,"24","lindera reflexa","lindera","lauraceae","shrub/tree","EI",36.9565217391304,-31.4285714285714,233.333333333333,-100,NA,386.11111111111,NA,-100,0.8,45,0.15,0.35,0.1,0.1,0,0.02,0.4,0,3,2,17,-22,7,-7,0,0.16547619047619,0,-0.1
"253","b","bm29","bm29-ii",2,"29","lindera reflexa","lindera","lauraceae","shrub/tree","EI",79.3103448275862,94.1176470588235,175,NA,NA,41.6666666666664,NA,NA,0.8,45,0.15,0.35,0.1,0.1,0,0.02,0.4,0,3,2,23,16,7,1,0,0.098039215686274,0,0.0303030303030303
"254","b","bm29","bm29-iii",2,"101","lindera reflexa","lindera","lauraceae","shrub/tree",NA,56.9230769230769,25,NA,NA,NA,NA,NA,NA,0.7,41,0.02,0.5,0.15,0.03,0,0,0.4,0,4,5,37,17,NA,NA,NA,NA,NA,NA
"255","b","bm29","bm29-iii",2,"107","rhaphiolepis indica","rhaphiolepis","rosaceae","shrub/tree","ASP",105,183.018867924528,NA,NA,NA,NA,NA,NA,0.7,41,0.02,0.5,0.15,0.03,0,0,0.4,0,4,5,21,97,5,0,0,0.0333333333333333,0,0
"256","b","bm29","bm29-iii",2,"1247","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",NA,NA,NA,NA,NA,NA,NA,NA,0.7,41,0.02,0.5,0.15,0.03,0,0,0.4,0,4,5,NA,NA,NA,NA,NA,NA,NA,NA
"257","b","bm29","bm29-iii",2,"1311","smilax china","smilax","smilacaceae","shrub/liana","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.7,41,0.02,0.5,0.15,0.03,0,0,0.4,0,4,5,NA,NA,NA,NA,NA,NA,NA,NA
"258","b","bm29","bm29-iii",2,"236","rhaphiolepis indica","rhaphiolepis","rosaceae","shrub/tree","ASP",54.2857142857143,60,453.846153846154,NA,NA,246.153846153846,NA,NA,0.7,41,0.02,0.5,0.15,0.03,0,0,0.4,0,4,5,19,90,59,0,0,0.213333333333333,0,0
"259","b","bm29","bm29-iii",2,"437","lindera reflexa","lindera","lauraceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.7,41,0.02,0.5,0.15,0.03,0,0,0.4,0,4,5,NA,NA,NA,NA,NA,NA,NA,NA
"260","b","bm29","bm29-iv",2,"1044","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.15,35,0.001,0.1,0.001,0.01,0,0.01,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"261","b","bm29","bm29-iv",2,"1379","cinnamomum camphora","cinnamomum","lauraceae","tree","II",NA,NA,NA,NA,NA,NA,NA,NA,0.15,35,0.001,0.1,0.001,0.01,0,0.01,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"262","b","bm29","bm29-iv",2,"177","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",0,483.333333333333,409.090909090909,NA,NA,-12.7272727272728,NA,NA,0.15,35,0.001,0.1,0.001,0.01,0,0.01,1,0,1,0,0,348,90,0,0,-0.038888888888889,0,0
"263","a","ae31","ae31-iii",1,"1697","unknown sp.","unknown","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,39,0.001,0.05,0.001,0.35,0,0.001,0.5,0.01,6,4,NA,NA,NA,NA,NA,NA,NA,NA
"264","a","af21","af21-iv",1,"1417","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.6,75,0.1,0.5,0.01,0.01,0,0.01,0.25,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"265","a","aj21","aj21-ii",2,"682","loropetalum chinense","loropetalum","hamamelidaceae","shrub","II",14.2857142857143,17.2413793103448,NA,NA,NA,NA,NA,NA,0.2,68,0,0.15,0.01,0.1,0.03,0,0.75,0.01,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"266","a","aj21","aj21-i",2,"309","ilex suaveolens","ilex","aquifoliaceae","shrub/tree","EI",-15.3846153846154,28.5714285714286,-50,-100,NA,-61.1111111111111,NA,-100,0.001,36,0.001,0,0,0.001,0.1,0,0.3,0.2,2,0,-2,2,-2,-3,1,-0.349206349206349,0.111111111111111,-0.428571428571429
"267","a","aj21","aj21-i",2,"481","quercus fabri","quercus","fagaceae","tree","II",0,9.09090909090909,-36.3636363636364,NA,NA,-41.6666666666667,NA,NA,0.001,36,0.001,0,0,0.001,0.1,0,0.3,0.2,2,0,0,1,-4,5,0,-0.416666666666667,0,0.416666666666667
"268","a","aj21","aj21-i",2,"558","photinia hirsuta","photinia","rosaceae","shrub/tree","ASP",NA,NA,NA,NA,NA,NA,NA,NA,0.001,36,0.001,0,0,0.001,0.1,0,0.3,0.2,2,0,NA,NA,NA,NA,NA,NA,NA,NA
"269","a","aj21","aj21-i",2,"654","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP",62.8571428571429,138.095238095238,NA,NA,NA,NA,NA,NA,0.001,36,0.001,0,0,0.001,0.1,0,0.3,0.2,2,0,22,58,27,20,0,0.27,0,0.2
"270","a","aj21","aj21-ii",2,"678","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",-13.1578947368421,59.2592592592593,450,325,NA,245.348837209302,NA,166.860465116279,0.2,68,0,0.15,0.01,0.1,0.03,0,0.75,0.01,3,1,-5,16,9,13,0,0.181739879414298,0,0.247200689061154
"271","a","aj21","aj21-ii",2,"806","syzygium buxifolium","syzygium","myrtaceae","shrub/tree","II",24.5283018867925,25,NA,NA,NA,NA,NA,NA,0.2,68,0,0.15,0.01,0.1,0.03,0,0.75,0.01,3,1,13,30,40,0,0,0.266666666666667,0,0
"272","a","aj21","aj21-iii",2,"277","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",0,55.1724137931034,30.7692307692308,NA,NA,-15.7264957264958,NA,NA,0.05,72,0,0.03,0.01,0.02,0.1,0.01,0.2,0.02,3,0,0,16,4,3,0,-0.070498084291188,0,0.0666666666666667
"273","a","aj21","aj21-iii",2,"627","litsea cubeba","litsea","lauraceae","shrub/tree","EI",0,-20,NA,NA,NA,NA,NA,NA,0.05,72,0,0.03,0.01,0.02,0.1,0.01,0.2,0.02,3,0,0,-1,0,1,0,0,0,0.25
"274","a","aj21","aj21-iii",2,"791","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",-16.1290322580645,7.14285714285714,NA,NA,NA,NA,NA,NA,0.05,72,0,0.03,0.01,0.02,0.1,0.01,0.2,0.02,3,0,-5,1,3,0,1,0.2,0.0666666666666667,0
"275","a","aj21","aj21-iv",2,"14","unknown sp.","unknown","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,23,0.001,0.001,0.001,0.001,0,0.03,0.1,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"276","a","aj21","aj21-iv",2,"648","itea omeiensis","itea","iteaceae","shrub","ASP",NA,NA,NA,NA,NA,NA,NA,NA,0.01,23,0.001,0.001,0.001,0.001,0,0.03,0.1,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"277","a","aj21","aj21-iv",2,"962","unknown sp.","unknown","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,23,0.001,0.001,0.001,0.001,0,0.03,0.1,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"278","a","al22","al22-i",16,"318","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP",7.14285714285714,108.333333333333,NA,NA,NA,NA,NA,NA,0.05,35,0,0,0,0.05,0.15,0,0,0.15,5,2,1,52,17,57,0,0.17,0,0.57
"279","a","al22","al22-i",16,"585","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP",NA,NA,NA,NA,NA,NA,NA,NA,0.05,35,0,0,0,0.05,0.15,0,0,0.15,5,2,NA,NA,NA,NA,NA,NA,NA,NA
"280","a","al22","al22-i",16,"624","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP",11.4285714285714,-48.1012658227848,7.14285714285714,NA,NA,106.445993031358,NA,NA,0.05,35,0,0,0,0.05,0.15,0,0,0.15,5,2,4,-38,1,19,0,0.188638468663167,0,0.463414634146341
"281","a","al22","al22-i",16,"629","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP",47.6190476190476,12.3595505617978,225,NA,NA,189.25,NA,NA,0.05,35,0,0,0,0.05,0.15,0,0,0.15,5,2,10,11,9,17,0,0.0850561797752809,0,0.17
"282","a","al22","al22-i",16,"701","rhaphiolepis indica","rhaphiolepis","rosaceae","shrub/tree","II",NA,NA,NA,NA,NA,NA,NA,NA,0.05,35,0,0,0,0.05,0.15,0,0,0.15,5,2,NA,NA,NA,NA,NA,NA,NA,NA
"283","a","al22","al22-i",16,"701x","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP",NA,NA,NA,NA,NA,NA,NA,NA,0.05,35,0,0,0,0.05,0.15,0,0,0.15,5,2,NA,NA,NA,NA,NA,NA,NA,NA
"284","a","al22","al22-i.o",16,"384","eurya muricata","eurya","pentaphylacaceae","shrub/tree","II",5.12820512820513,-8.33333333333333,NA,NA,NA,NA,NA,NA,0.5,65,0,0.5,0.001,0.001,0,0,1,0,2,0,2,-1,4,2,0,0.363636363636364,0,0.181818181818182
"285","a","al22","al22-i.o",16,"392","distylium buxifolium","distylium","hamamelidaceae","shrub/tree","II",-100,-100,NA,NA,NA,NA,NA,NA,0.5,65,0,0.5,0.001,0.001,0,0,1,0,2,0,-22,-11,0,0,0,0,0,0
"286","a","al22","al22-i.o",16,"982","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.5,65,0,0.5,0.001,0.001,0,0,1,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA
"287","a","al22","al22-ii.o",16,"223","euonymus myrianthus","euonymus","celastraceae","shrub/tree","II",NA,NA,NA,NA,NA,NA,NA,NA,0.15,35,0,0.1,0.01,0.05,0,0.02,0.2,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA
"288","a","al22","al22-ii.o",16,"223x","ilex ficoidea","ilex","aquifoliaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.15,35,0,0.1,0.01,0.05,0,0.02,0.2,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA
"289","a","al22","al22-ii.o",16,"282","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",0,161.904761904762,NA,NA,NA,NA,NA,NA,0.15,35,0,0.1,0.01,0.05,0,0.02,0.2,0,5,0,0,34,1,2,0,0.0181818181818182,0,0.0363636363636364
"290","a","al22","al22-ii.o",16,"295","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP",-4.44444444444444,33.3333333333333,-25,NA,NA,-43.7499999999999,NA,NA,0.15,35,0,0.1,0.01,0.05,0,0.02,0.2,0,5,0,-4,7,-1,5,0,-0.083333333333333,0,0.178571428571429
"291","a","al22","al22-ii.o",16,"387","ilex ficoidea","ilex","aquifoliaceae","shrub/tree","EI",0,17.6470588235294,235.294117647059,NA,NA,185,NA,NA,0.15,35,0,0.1,0.01,0.05,0,0.02,0.2,0,5,0,0,15,40,40,0,0.37,0,0.4
"292","a","al22","al22-ii.o",16,"582","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",21.875,187.5,100,NA,NA,-30.4347826086957,NA,NA,0.15,35,0,0.1,0.01,0.05,0,0.02,0.2,0,5,0,7,15,1,0,0,-0.0380434782608696,0,0
"293","a","al22","al22-iii.o",16,"790","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",0,-13.0434782608696,-16.6666666666667,-71.4285714285714,NA,-4.16666666666656,NA,-67.1428571428572,0.05,25,0,0.05,0,0.01,0,0,0.3,0,1,0,0,-3,-1,-5,0,-0.010869565217391,0,-0.204347826086957
"294","a","al22","al22-iv",16,"35","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",26.6666666666667,110.714285714286,-14.2857142857143,-100,NA,-59.3220338983052,NA,-100,0.02,32,0,0.02,0,0.001,0,0,1,0,1,0,8,31,-1,-4,5,-0.148305084745763,0.0847457627118644,-0.142857142857143
"295","a","al22","al22-iv.o",16,"569","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",5.26315789473684,29.4117647058824,150,100,NA,93.1818181818186,NA,54.5454545454546,0.8,72,0,0.65,0.1,0.05,0,0,0.25,0,3,4,2,5,3,4,0,0.109625668449198,0,0.128342245989305
"296","a","al22","al22-iv.o",16,"762","loropetalum chinense","loropetalum","hamamelidaceae","shrub","II",14.2857142857143,16.6666666666667,NA,NA,NA,NA,NA,NA,0.8,72,0,0.65,0.1,0.05,0,0,0.25,0,3,4,9,30,28,21,0,0.133333333333333,0,0.1
"297","a","al22","al22-iv.o",16,"796","loropetalum chinense","loropetalum","hamamelidaceae","shrub","II",100,175,NA,0,NA,NA,NA,-63.6363636363636,0.8,72,0,0.65,0.1,0.05,0,0,0.25,0,3,4,15,7,3,0,0,0.272727272727273,0,-0.477272727272727
"298","a","ao22","ao22-i",1,"646","smilax china","smilax","smilacaceae","shrub/liana","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.01,35,0,0.01,0.001,0,0.01,0,0.15,0.05,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"299","a","ao22","ao22-ii",1,"316","dalbergia hupeana","dalbergia","fabaceae","tree","EI",-2.04081632653061,-87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-28,4,4,0,1,0,1
"300","a","ao22","ao22-ii",1,"623","ilex pubescens","ilex","aquifoliaceae","shrub/tree","EI",18.4615384615385,-48,184.615384615385,NA,NA,447.337278106509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-48,24,14,0,0.581538461538462,0,0.269230769230769
"301","a","ao22","ao22-iii",1,"647","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP",34.8484848484849,0,1085.71428571429,-100,NA,1085.71428571429,NA,-100,0.01,32,0,0.001,0.001,0.01,0,0,0.2,0.01,2,0,23,0,76,-4,0,0.76,0,-0.04
"302","a","ao22","ao22-iii",1,"696","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",7.69230769230769,100,144.444444444444,NA,NA,22.2222222222223,NA,NA,0.01,32,0,0.001,0.001,0.01,0,0,0.2,0.01,2,0,4,60,26,8,0,0.066666666666667,0,0.0666666666666667
"303","a","ap19","ap19-i",4,"354","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP",-47.4358974358974,10.7142857142857,NA,NA,NA,NA,NA,NA,0.05,60,0.01,0.03,0,0.001,0,0.01,0.15,0.03,2,1,-37,6,6,7,0,0.0967741935483871,0,0.112903225806452
"304","a","ap19","ap19-i",4,"401","rhaphiolepis indica","rhaphiolepis","rosaceae","shrub/tree","II",11.1111111111111,72.972972972973,NA,NA,NA,NA,NA,NA,0.05,60,0.01,0.03,0,0.001,0,0.01,0.15,0.03,2,1,3,27,2,0,0,0.03125,0,0
"305","a","ap19","ap19-i",4,"989","unknown sp.","unknown","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,60,0.01,0.03,0,0.001,0,0.01,0.15,0.03,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"306","a","ap19","ap19-ii",4,"222","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP",0,100,150,-100,NA,24.9999999999997,NA,-100,0.25,33,0,0.25,0.001,0.02,0,0,0.2,0.1,3,12,0,22,6,-3,8,0.045454545454545,0.181818181818182,-0.136363636363636
"307","a","ap19","ap19-ii",4,"304","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP",18.1818181818182,-6.94444444444444,28.5714285714286,NA,0,38.1663113006395,7.46268656716442,NA,0.25,33,0,0.25,0.001,0.02,0,0,0.2,0.1,3,12,10,-5,2,0,0,0.0371061359867328,0.00829187396351601,0
"308","a","ap19","ap19-ii",4,"774","syzygium buxifolium","syzygium","myrtaceae","shrub/tree","II",78.9473684210526,76.4705882352941,NA,NA,NA,NA,NA,NA,0.25,33,0,0.25,0.001,0.02,0,0,0.2,0.1,3,12,15,52,4,4,0,0.0333333333333333,0,0.0333333333333333
"309","a","ap19","ap19-ii",4,"903","syzygium buxifolium","syzygium","myrtaceae","shrub/tree","II",NA,NA,NA,NA,NA,NA,NA,NA,0.25,33,0,0.25,0.001,0.02,0,0,0.2,0.1,3,12,NA,NA,NA,NA,NA,NA,NA,NA
"310","a","ap19","ap19-iii",4,"320","nyssa sinensis","nyssa","nyssaceae","tree","R",0,14.2857142857143,500,0,NA,425,NA,-12.4999999999999,0.5,52,0,0.4,0.02,0.05,0.02,0,0.2,0.3,4,2,0,1,5,0,0,0.607142857142857,0,-0.071428571428571
"311","a","ap19","ap19-iii",4,"471","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP",2.5,-8.88888888888889,27.2727272727273,NA,NA,39.689578713969,NA,NA,0.5,52,0,0.4,0.02,0.05,0.02,0,0.2,0.3,4,2,1,-4,6,9,0,0.194037940379404,0,0.219512195121951
