"","date","year","site","plot","subplot","type","diversity","id","species","genus","family","growth_form","seed_source_short","survival","height","number_leaves","number_herb_damaged","percent_hmin","percent_hmax","number_fungal_damaged","percent_fungal","percent_fmin","percent_fmax","number_necrotic_damaged","percent_necrose","percent_nmin","percent_nmax","tot_veg","percent_herb","herb_max","grass","fern","herbaceous","woody","saplings","seedlings","open_ground","rock","leaflitter","leaflitter_dept","deadwood","moss","rli","soil_h20","soil_ph_k_cl","soil_n","soil_c","soil_c_n","soil_h20_all","soil_ph_k_cl_all","soil_n_all","soil_c_all","soil_c_n_all","notes"
"600","2024-09-29",2024,"b","bg28","bg28-i",NA,2,"1301","seedling","litsea","lauraceae","shrub/tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,61,0.1,0.2,0.05,0.65,NA,NA,0.05,NA,0.75,3,NA,NA,4.07666565257073,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"601","2024-09-29",2024,"b","bg28","bg28-i",NA,2,"692","pterostyrax corymbosus","pterostyrax","styracaceae","shrub/tree","ei",NA,36,4,NA,0.75,10,2,NA,1.25,2,NA,NA,NA,NA,0.8,NA,61,0.1,0.2,0.05,0.65,NA,NA,0.05,NA,0.75,3,NA,NA,4.07666565257073,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"602","2024-09-29",2024,"b","bg28","bg28-i",NA,2,"953","itea omeiensis","itea","iteaceae","shrub/tree","ii",NA,34,4,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,61,0.1,0.2,0.05,0.65,NA,NA,0.05,NA,0.75,3,NA,NA,4.07666565257073,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"603","2024-09-29",2024,"b","bg28","bg28-i",NA,2,"447","eurya muricata","eurya","pentaphylacaceae","shrub/tree","asp",NA,46,206,NA,0.174757281553398,0.242718446601942,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,61,0.1,0.2,0.05,0.65,NA,NA,0.05,NA,0.75,3,NA,NA,4.07666565257073,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"604","2024-09-29",2024,"b","bg28","bg28-i",NA,2,"unknown",NA,NA,NA,NA,NA,NA,46,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,61,0.1,0.2,0.05,0.65,NA,NA,0.05,NA,0.75,3,NA,NA,4.07666565257073,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"605","2024-09-29",2024,"b","bg28","bg28-i",NA,2,"woody",NA,NA,NA,NA,NA,NA,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,61,0.1,0.2,0.05,0.65,NA,NA,0.05,NA,0.75,3,NA,NA,4.07666565257073,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"606","2024-09-29",2024,"b","bg28","bg28-i",NA,2,"unknown",NA,NA,NA,NA,NA,NA,30,7,NA,0.428571428571429,2.14285714285714,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,61,0.1,0.2,0.05,0.65,NA,NA,0.05,NA,0.75,3,NA,NA,4.07666565257073,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"607","2024-09-29",2024,"b","bg28","bg28-i",NA,2,"sapling",NA,NA,NA,NA,NA,NA,57,17,NA,0.235294117647059,0.294117647058824,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,61,0.1,0.2,0.05,0.65,NA,NA,0.05,NA,0.75,3,NA,NA,4.07666565257073,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"608","2024-09-29",2024,"b","bg28","bg28-i",NA,2,"sapling",NA,NA,NA,NA,NA,NA,16,5,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,61,0.1,0.2,0.05,0.65,NA,NA,0.05,NA,0.75,3,NA,NA,4.07666565257073,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"609","2024-09-29",2024,"b","bg28","bg28-i",NA,2,"sapling",NA,NA,NA,NA,NA,NA,31,32,NA,0.0625,0.625,19,NA,0.3125,0.9375,NA,NA,NA,NA,0.8,NA,61,0.1,0.2,0.05,0.65,NA,NA,0.05,NA,0.75,3,NA,NA,4.07666565257073,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"610","2024-09-29",2024,"b","bg28","bg28-i",NA,2,"sapling",NA,NA,NA,NA,NA,NA,33,17,NA,0.294117647058824,2.94117647058824,9,NA,0.0588235294117647,1.76470588235294,NA,NA,NA,NA,0.8,NA,61,0.1,0.2,0.05,0.65,NA,NA,0.05,NA,0.75,3,NA,NA,4.07666565257073,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"611","2024-09-29",2024,"b","bg28","bg28-ii",NA,2,"788","itea omeiensis","itea","iteaceae","shrub/tree","ii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,13,0.1,0.3,0.05,0.25,NA,NA,0.1,NA,0.8,2,NA,NA,1.51685958731756,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"612","2024-09-29",2024,"b","bg28","bg28-ii",NA,2,"984","itea omeiensis","itea","iteaceae","shrub/tree","ii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,13,0.1,0.3,0.05,0.25,NA,NA,0.1,NA,0.8,2,NA,NA,1.51685958731756,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"613","2024-09-29",2024,"b","bg28","bg28-ii",NA,2,"860","litsea cubeba","litsea","lauraceae","shrub/tree","ei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,13,0.1,0.3,0.05,0.25,NA,NA,0.1,NA,0.8,2,NA,NA,1.51685958731756,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"614","2024-09-29",2024,"b","bg28","bg28-ii",NA,2,"861","litsea cubeba","litsea","lauraceae","shrub/tree","ei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,13,0.1,0.3,0.05,0.25,NA,NA,0.1,NA,0.8,2,NA,NA,1.51685958731756,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"615","2024-09-29",2024,"b","bg28","bg28-ii",NA,2,"861","litsea cubeba","litsea","lauraceae","shrub/tree","ei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,13,0.1,0.3,0.05,0.25,NA,NA,0.1,NA,0.8,2,NA,NA,1.51685958731756,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"616","2024-09-29",2024,"b","bg28","bg28-ii",NA,2,"1162","litsea cubeba","litsea","lauraceae","shrub/tree","ei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,13,0.1,0.3,0.05,0.25,NA,NA,0.1,NA,0.8,2,NA,NA,1.51685958731756,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"617","2024-09-29",2024,"b","bg28","bg28-ii",NA,2,"867","premna microphylla","premna","lamiaceae","shrub/tree","ei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,13,0.1,0.3,0.05,0.25,NA,NA,0.1,NA,0.8,2,NA,NA,1.51685958731756,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"618","2024-09-29",2024,"b","bg28","bg28-ii",NA,2,"1277","seedling","unknown","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,13,0.1,0.3,0.05,0.25,NA,NA,0.1,NA,0.8,2,NA,NA,1.51685958731756,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"619","2024-09-29",2024,"b","bg28","bg28-ii",NA,2,"946","recruit",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,13,0.1,0.3,0.05,0.25,NA,NA,0.1,NA,0.8,2,NA,NA,1.51685958731756,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"620","2024-09-29",2024,"b","bg28","bg28-ii",NA,2,"946","recruit",NA,NA,"shrub/tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,13,0.1,0.3,0.05,0.25,NA,NA,0.1,NA,0.8,2,NA,NA,1.51685958731756,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"621","2024-09-29",2024,"b","bg28","bg28-ii",NA,2,"984","itea omeiensis","itea","iteaceae","shrub/tree","ii",NA,48,19,NA,0.105263157894737,0.105263157894737,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,13,0.1,0.3,0.05,0.25,NA,NA,0.1,NA,0.8,2,NA,NA,1.51685958731756,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"622","2024-09-29",2024,"b","bg28","bg28-ii",NA,2,"788","itea omeiensis","itea","iteaceae","shrub/tree","ii",NA,46,70,NA,0.214285714285714,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,13,0.1,0.3,0.05,0.25,NA,NA,0.1,NA,0.8,2,NA,NA,1.51685958731756,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"623","2024-09-29",2024,"b","bg28","bg28-ii",NA,2,"860","litsea cubeba","litsea","lauraceae","shrub/tree","ei",NA,32.5,5,NA,0.4,10,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,13,0.1,0.3,0.05,0.25,NA,NA,0.1,NA,0.8,2,NA,NA,1.51685958731756,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"624","2024-09-29",2024,"b","bg28","bg28-ii",NA,2,"861","litsea cubeba","litsea","lauraceae","shrub/tree","ei",NA,23,15,NA,0.133333333333333,2,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,13,0.1,0.3,0.05,0.25,NA,NA,0.1,NA,0.8,2,NA,NA,1.51685958731756,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"625","2024-09-29",2024,"b","bg28","bg28-ii",NA,2,"861","itea omeiensis","itea","iteaceae","shrub/tree",NA,NA,23,15,NA,0.133333333333333,2,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,13,0.1,0.3,0.05,0.25,NA,NA,0.1,NA,0.8,2,NA,NA,1.51685958731756,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"626","2024-09-29",2024,"b","bg28","bg28-ii",NA,2,"867","premna microphylla","premna","lamiaceae","shrub/tree","ei",NA,68.5,116,NA,0.206896551724138,0.560344827586207,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,13,0.1,0.3,0.05,0.25,NA,NA,0.1,NA,0.8,2,NA,NA,1.51685958731756,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"627","2024-09-29",2024,"b","bg28","bg28-ii",NA,2,"946",NA,"unknown","unknown","unknown",NA,NA,40,29,NA,0.137931034482759,2.93103448275862,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,13,0.1,0.3,0.05,0.25,NA,NA,0.1,NA,0.8,2,NA,NA,1.51685958731756,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"628","2024-09-29",2024,"b","bg28","bg28-ii",NA,2,"946","litsea cubeba","litsea","lauraceae","shrub/tree",NA,NA,40,29,NA,0.137931034482759,2.93103448275862,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,13,0.1,0.3,0.05,0.25,NA,NA,0.1,NA,0.8,2,NA,NA,1.51685958731756,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"629","2024-09-29",2024,"b","bg28","bg28-ii",NA,2,"1162","litsea cubeba","litsea","lauraceae","shrub/tree","ei",NA,10.5,5,NA,0.4,5,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,13,0.1,0.3,0.05,0.25,NA,NA,0.1,NA,0.8,2,NA,NA,1.51685958731756,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"630","2024-09-29",2024,"b","bg28","bg28-iii",NA,2,"165","itea omeiensis","itea","iteaceae","shrub/tree","ii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,71,0,0.25,0,0.25,NA,NA,0.05,NA,0.95,2,NA,NA,1.1790365929295,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"631","2024-09-29",2024,"b","bg28","bg28-iii",NA,2,"480","itea omeiensis","itea","iteaceae","shrub/tree","ii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,71,0,0.25,0,0.25,NA,NA,0.05,NA,0.95,2,NA,NA,1.1790365929295,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"632","2024-09-29",2024,"b","bg28","bg28-iii",NA,2,"732","itea omeiensis","itea","iteaceae","shrub/tree","ii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,71,0,0.25,0,0.25,NA,NA,0.05,NA,0.95,2,NA,NA,1.1790365929295,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"633","2024-09-29",2024,"b","bg28","bg28-iii",NA,2,"917","itea omeiensis","itea","iteaceae","shrub/tree","ii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,71,0,0.25,0,0.25,NA,NA,0.05,NA,0.95,2,NA,NA,1.1790365929295,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"634","2024-09-29",2024,"b","bg28","bg28-iii",NA,2,"1315","itea omeiensis","itea","iteaceae","shrub/tree","ii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,71,0,0.25,0,0.25,NA,NA,0.05,NA,0.95,2,NA,NA,1.1790365929295,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"635","2024-09-29",2024,"b","bg28","bg28-iii",NA,2,"934","loropetalum chinense","loropetalum","hamamelidaceae","shrub/tree","asp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,71,0,0.25,0,0.25,NA,NA,0.05,NA,0.95,2,NA,NA,1.1790365929295,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"636","2024-09-29",2024,"b","bg28","bg28-iii",NA,2,"1192","phyllostachys glauca","phyllostachys","poaceae","shrub/tree","ei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,71,0,0.25,0,0.25,NA,NA,0.05,NA,0.95,2,NA,NA,1.1790365929295,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"637","2024-09-29",2024,"b","bg28","bg28-iii",NA,2,"1375","rhaphiolepis indica","rhaphiolepis","rosaceae","shrub/tree","asp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,71,0,0.25,0,0.25,NA,NA,0.05,NA,0.95,2,NA,NA,1.1790365929295,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," 7b"
"638","2024-09-29",2024,"b","bg28","bg28-iii",NA,2,"732","itea omeiensis","itea","iteaceae","shrub/tree","ii",NA,30,13,NA,0.307692307692308,3.07692307692308,4,NA,0.384615384615385,0.615384615384615,NA,NA,NA,NA,0.5,NA,71,0,0.25,0,0.25,NA,NA,0.05,NA,0.95,2,NA,NA,1.1790365929295,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"639","2024-09-29",2024,"b","bg28","bg28-iii",NA,2,"1192","phyllostachys glauca","phyllostachys","poaceae","shrub/tree","ei",NA,17,41,NA,0.463414634146341,1.70731707317073,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,71,0,0.25,0,0.25,NA,NA,0.05,NA,0.95,2,NA,NA,1.1790365929295,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"640","2024-09-29",2024,"b","bg28","bg28-iii",NA,2,"seedling",NA,NA,NA,NA,NA,NA,13,4,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,71,0,0.25,0,0.25,NA,NA,0.05,NA,0.95,2,NA,NA,1.1790365929295,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"641","2024-09-29",2024,"b","bg28","bg28-iii",NA,2,"sapling",NA,NA,NA,NA,NA,NA,48,47,NA,0.191489361702128,0.425531914893617,3,NA,0.0425531914893617,0.106382978723404,NA,NA,NA,NA,0.5,NA,71,0,0.25,0,0.25,NA,NA,0.05,NA,0.95,2,NA,NA,1.1790365929295,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"642","2024-09-29",2024,"b","bg28","bg28-iii",NA,2,"1315","itea omeiensis","itea","iteaceae","shrub/tree","ii",NA,55,34,NA,0.147058823529412,0.588235294117647,13,NA,0.0294117647058824,0.588235294117647,NA,NA,NA,NA,0.5,NA,71,0,0.25,0,0.25,NA,NA,0.05,NA,0.95,2,NA,NA,1.1790365929295,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"643","2024-09-29",2024,"b","bg28","bg28-iii",NA,2,"1375","rhaphiolepis indica","rhaphiolepis","rosaceae","shrub/tree","asp",NA,54,299,NA,0.274247491638796,0.267558528428094,11,NA,0.00334448160535117,0.0668896321070234,NA,NA,NA,NA,0.5,NA,71,0,0.25,0,0.25,NA,NA,0.05,NA,0.95,2,NA,NA,1.1790365929295,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"644","2024-09-29",2024,"b","bg28","bg28-iv",NA,2,"1266","eurya muricata","eurya","pentaphylacaceae","shrub/tree","asp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,35,0.05,0.2,0,0.05,NA,NA,0.05,NA,0.95,3,NA,NA,1.04578525418231,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"645","2024-09-29",2024,"b","bg28","bg28-iv",NA,2,"1266","eurya muricata","eurya","pentaphylacaceae","shrub/tree","asp",NA,36,117,NA,0.094017094017094,0.512820512820513,NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,35,0.05,0.2,0,0.05,NA,NA,0.05,NA,0.95,3,NA,NA,1.04578525418231,4.495,3.565,0.152926940470934,2.19053757190704,13.3819559695024,4.367,3.507,0.113359748572111,1.34963861703873,11.1532164741817," "
"646","2024-09-26",2024,"b","bi25","bi25-i",NA,1,"2","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","ei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,67,0.02,0.62,0.01,0.05,NA,NA,0,NA,0.01,4.5,NA,NA,7.98164669375089,4.455,3.47,0.156534615904093,2.15375009179115,11.3274432987136,4.485,3.534,0.124864050000906,1.57950046658516,11.5184161170595," 3b"
"647","2024-09-26",2024,"b","bi25","bi25-i",NA,1,"1","camellia fraterna","camellia","theaceae","shrub/tree","ei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,67,0.02,0.62,0.01,0.05,NA,NA,0,NA,0.01,4.5,NA,NA,7.98164669375089,4.455,3.47,0.156534615904093,2.15375009179115,11.3274432987136,4.485,3.534,0.124864050000906,1.57950046658516,11.5184161170595," "
"648","2024-09-26",2024,"b","bi25","bi25-i",NA,1,"4","camellia fraterna","camellia","theaceae","shrub/tree","ei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,67,0.02,0.62,0.01,0.05,NA,NA,0,NA,0.01,4.5,NA,NA,7.98164669375089,4.455,3.47,0.156534615904093,2.15375009179115,11.3274432987136,4.485,3.534,0.124864050000906,1.57950046658516,11.5184161170595," "
"649","2024-09-26",2024,"b","bi25","bi25-i",NA,1,"1279","seedling","unknown","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,67,0.02,0.62,0.01,0.05,NA,NA,0,NA,0.01,4.5,NA,NA,7.98164669375089,4.455,3.47,0.156534615904093,2.15375009179115,11.3274432987136,4.485,3.534,0.124864050000906,1.57950046658516,11.5184161170595," "
"650","2024-09-26",2024,"b","bi25","bi25-i",NA,1,"1361","smilax china","smilax","smilacaceae","shrub/liana","ei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,67,0.02,0.62,0.01,0.05,NA,NA,0,NA,0.01,4.5,NA,NA,7.98164669375089,4.455,3.47,0.156534615904093,2.15375009179115,11.3274432987136,4.485,3.534,0.124864050000906,1.57950046658516,11.5184161170595," "
"651","2024-09-26",2024,"b","bi25","bi25-i",NA,1,"884","smilax glabra","smilax","smilacaceae","shrub/liana","ei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,67,0.02,0.62,0.01,0.05,NA,NA,0,NA,0.01,4.5,NA,NA,7.98164669375089,4.455,3.47,0.156534615904093,2.15375009179115,11.3274432987136,4.485,3.534,0.124864050000906,1.57950046658516,11.5184161170595," formerly 3"
"652","2024-09-26",2024,"b","bi25","bi25-i",NA,1,"1208","smilax glabra","smilax","smilacaceae","shrub/liana","ei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,67,0.02,0.62,0.01,0.05,NA,NA,0,NA,0.01,4.5,NA,NA,7.98164669375089,4.455,3.47,0.156534615904093,2.15375009179115,11.3274432987136,4.485,3.534,0.124864050000906,1.57950046658516,11.5184161170595," "
"653","2024-09-26",2024,"b","bi25","bi25-i",NA,1,"2","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","ei",NA,67,117,NA,0.384615384615385,0.811965811965812,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,67,0.02,0.62,0.01,0.05,NA,NA,0,NA,0.01,4.5,NA,NA,7.98164669375089,4.455,3.47,0.156534615904093,2.15375009179115,11.3274432987136,4.485,3.534,0.124864050000906,1.57950046658516,11.5184161170595," "
"654","2024-09-26",2024,"b","bi25","bi25-i",NA,1,"884","smilax glabra","smilax","smilacaceae","shrub/liana","ei","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,67,0.02,0.62,0.01,0.05,NA,NA,0,NA,0.01,4.5,NA,NA,7.98164669375089,4.455,3.47,0.156534615904093,2.15375009179115,11.3274432987136,4.485,3.534,0.124864050000906,1.57950046658516,11.5184161170595," "
"655","2024-09-26",2024,"b","bi25","bi25-i",NA,1,"4","camellia fraterna","camellia","theaceae","shrub/tree","ei","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,67,0.02,0.62,0.01,0.05,NA,NA,0,NA,0.01,4.5,NA,NA,7.98164669375089,4.455,3.47,0.156534615904093,2.15375009179115,11.3274432987136,4.485,3.534,0.124864050000906,1.57950046658516,11.5184161170595," "
"656","2024-09-26",2024,"b","bi25","bi25-i",NA,1,"1361","smilax china","smilax","smilacaceae","shrub/liana","ei",NA,42,60,NA,0.516666666666667,1.63333333333333,3,NA,0.0833333333333333,0.283333333333333,NA,NA,NA,NA,0.7,NA,67,0.02,0.62,0.01,0.05,NA,NA,0,NA,0.01,4.5,NA,NA,7.98164669375089,4.455,3.47,0.156534615904093,2.15375009179115,11.3274432987136,4.485,3.534,0.124864050000906,1.57950046658516,11.5184161170595," "
"657","2024-09-26",2024,"b","bi25","bi25-i",NA,1,"1208","smilax glabra","smilax","smilacaceae","shrub/liana","ei",NA,18,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,67,0.02,0.62,0.01,0.05,NA,NA,0,NA,0.01,4.5,NA,NA,7.98164669375089,4.455,3.47,0.156534615904093,2.15375009179115,11.3274432987136,4.485,3.534,0.124864050000906,1.57950046658516,11.5184161170595," "
"658","2024-09-26",2024,"b","bi25","bi25-i",NA,1,"1279",NA,"unknown","unknown","unknown",NA,NA,12.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,67,0.02,0.62,0.01,0.05,NA,NA,0,NA,0.01,4.5,NA,NA,7.98164669375089,4.455,3.47,0.156534615904093,2.15375009179115,11.3274432987136,4.485,3.534,0.124864050000906,1.57950046658516,11.5184161170595," "
