"date","site","plot","subplot","diversity","id","species","genus","family","growth_form","seed_source_short","tot_veg","herb_max","grass","fern","herbaceous","woody","open_ground","rock","leaflitter","leaflitter_dept","deadwood","moss","notes","survival","height","number_leaves","number_herb_damaged","percent_hmin","percent_hmax","number_fungal_damaged","percent_fungal","percent_fmin","percent_fmax","number_necrotic_damaged","percent_necrose","percent_nmin","percent_nmax","notes2","year","type","month","percent_herb","saplings","seedlings"
2024-06-09,"b","bm7","bm7-iii",1,"1925","rhaphiolepis indica",NA,NA,NA,NA,0.95,165,0.85,0.1,0,0.01,0,0,0.05,1,0,0,NA,"1",64,150,2,NA,NA,0,0,NA,NA,0,0,NA,NA,"was 147",2024,NA,NA,NA,NA,NA
2024-06-09,"b","bm7","bm7-iii",1,"1733","rhus chinensis",NA,NA,NA,NA,0.95,165,0.85,0.1,0,0.01,0,0,0.05,1,0,0,NA,"1",45,13,4,NA,NA,0,0,NA,NA,0,0,NA,NA,"was 1054",2024,NA,NA,NA,NA,NA
2024-06-09,"b","bm7","bm7-iii",NA,"1881","recruit",NA,NA,NA,NA,0.95,165,0.85,0.1,0,0.01,0,0,0.05,1,0,0,NA,"n",31,5,1,NA,NA,3,0.6,0.01,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-09,"b","bm7","bm7-iv",1,"74","adinandra millettii",NA,NA,NA,NA,0.9,125,0.15,0.6,0,0.15,0.05,0,0.05,2,0,0,"cunninghamia (5)","1",83,160,56,NA,NA,48,0.3,0.01,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-09,"b","bm7","bm7-iv",1,"108","loropetalum chinense","loropetalum","hamamelidaceae","shrub","ASP",0.9,125,0.15,0.6,0,0.15,0.05,0,0.05,2,0,0,"cunninghamia (5)","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-09,"b","bm7","bm7-iv",1,"108","loropetalum chinense","loropetalum","hamamelidaceae","shrub",NA,0.9,125,0.15,0.6,0,0.15,0.05,0,0.05,2,0,0,"cunninghamia (5)","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-09,"b","bm7","bm7-iv",1,"97","rhaphiolepis indica","rhaphiolepis","rosaceae","shrub/tree","ASP",0.9,125,0.15,0.6,0,0.15,0.05,0,0.05,2,0,0,"cunninghamia (5)","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"previously assigned to iv by accident",2024,NA,NA,NA,NA,NA
2024-06-09,"b","bm7","bm7-iv",1,"1057","seedling","unknown","unknown","unknown",NA,0.9,125,0.15,0.6,0,0.15,0.05,0,0.05,2,0,0,"cunninghamia (5)","1",12,7,3,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-09,"b","bm7","bm7-iv",1,"205","eurya muricata","eurya","pentaphylacaceae","shrub/tree",NA,0.9,125,0.15,0.6,0,0.15,0.05,0,0.05,2,0,0,"cunninghamia (5)","1",87,150,112,NA,NA,98,0.653333333333333,0.01,NA,0,0,NA,NA,"is iv",2024,NA,NA,NA,NA,NA
2024-06-06,"b","bn28","bn28-i",1,"1332","broussonetia papyrifera","broussonetia","moraceae","tree","EI",1,120,0,0.9,0,0.1,0,0,0,NA,0,0,"cunninghamia (5)","1",77,12,12,NA,NA,2,0.166666666666667,0.01,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-06,"b","bn28","bn28-i",1,"1356","ilex suaveolens","ilex","aquifoliaceae","shrub/tree","EI",1,120,0,0.9,0,0.1,0,0,0,NA,0,0,"cunninghamia (5)","1",75,60,10,NA,NA,8,0.133333333333333,0.01,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-06,"b","bn28","bn28-ii",1,"1268","seedling","unknown","unknown","unknown",NA,0.65,120,0.05,0.6,0,0.01,0,0,0.35,15,0,0,"high lldepth because of dead fern","1",14,10,2,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-06,"b","bn28","bn28-ii",1,"1923","recruit",NA,NA,NA,NA,0.65,120,0.05,0.6,0,0.01,0,0,0.35,15,0,0,"high lldepth because of dead fern","n",19,5,1,NA,NA,1,0.2,0.01,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-06,"b","bn28","bn28-ii",1,"1905","seedling",NA,NA,NA,NA,0.65,120,0.05,0.6,0,0.01,0,0,0.35,15,0,0,"high lldepth because of dead fern","n",3,2,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-06,"b","bn28","bn28-ii",1,"1980","seedling",NA,NA,NA,NA,0.65,120,0.05,0.6,0,0.01,0,0,0.35,15,0,0,"high lldepth because of dead fern","n",7,3,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-06,"b","bn28","bn28-ii",1,"1877","recruit",NA,NA,NA,NA,0.65,120,0.05,0.6,0,0.01,0,0,0.35,15,0,0,"high lldepth because of dead fern","n",21,3,2,NA,NA,1,0.333333333333333,0.15,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-06,"b","bn28","bn28-iii",1,"56","manglietia fordiana","manglietia","magnoliaceae","tree","II",0.5,135,0,0.5,0,0.01,0,0,0.5,15,0,0,"high lldepth because of dead fern","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"outside plot, paul missed",2024,NA,NA,NA,NA,NA
2024-06-06,"b","bn28","bn28-iv",1,"113","alniphyllum fortunei","alniphyllum","styracaceae","tree","II",0.9,80,0.05,0.8,0,0.05,0.05,0,0.05,NA,0,0,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-06,"b","bn28","bn28-iv",1,"204","alniphyllum fortunei","alniphyllum","styracaceae","tree","II",0.9,80,0.05,0.8,0,0.05,0.05,0,0.05,NA,0,0,NA,"1",74,37,17,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-06,"b","bn28","bn28-iv",1,"78","camellia japonica","camellia","theaceae","shrub/tree","EI",0.9,80,0.05,0.8,0,0.05,0.05,0,0.05,NA,0,0,NA,"1",55,100,25,NA,10,0.01,0.05,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-03,"b","bn5","bn5-i",1,"566","itea omeiensis","itea","iteaceae","shrub","II",0.8,160,0.01,0.4,0,0.4,0.05,0,0.15,5,0,0,NA,"1",108,200,20,NA,NA,10,0.05,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-03,"b","bn5","bn5-i",1,"805","itea omeiensis","itea","iteaceae","shrub","II",0.8,160,0.01,0.4,0,0.4,0.05,0,0.15,5,0,0,NA,"1",49,39,8,NA,NA,5,0.128205128205128,0.01,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-03,"b","bn5","bn5-i",1,"805","itea omeiensis","itea","iteaceae","shrub",NA,0.8,160,0.01,0.4,0,0.4,0.05,0,0.15,5,0,0,NA,"1",49,39,8,NA,NA,5,0.128205128205128,0.01,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-03,"b","bn5","bn5-i",1,"1073","smilax china","smilax","smilacaceae","shrub/liana","EI",0.8,160,0.01,0.4,0,0.4,0.05,0,0.15,5,0,0,NA,"1",82,180,36,NA,NA,9,0.05,0.01,NA,0,0,NA,NA,"op",2024,NA,NA,NA,NA,NA
2024-06-03,"b","bn5","bn5-ii",1,"1058","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",1,140,0.5,0.45,0.01,0.05,0,0,0,NA,0,0,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-03,"b","bn5","bn5-ii",1,"737","itea omeiensis","itea","iteaceae","shrub","II",1,140,0.5,0.45,0.01,0.05,0,0,0,NA,0,0,NA,"1",106,27,6,NA,NA,3,0.111111111111111,0.05,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-03,"b","bn5","bn5-ii",1,"737","itea omeiensis","itea","iteaceae","shrub",NA,1,140,0.5,0.45,0.01,0.05,0,0,0,NA,0,0,NA,"1",106,27,6,NA,NA,3,0.111111111111111,0.05,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-03,"b","bn5","bn5-ii",1,"1061","itea omeiensis","itea","iteaceae","shrub","II",1,140,0.5,0.45,0.01,0.05,0,0,0,NA,0,0,NA,"1",34,14,6,NA,NA,2,0.142857142857143,0.01,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-03,"b","bn5","bn5-ii",1,"1076","itea omeiensis","itea","iteaceae","shrub","II",1,140,0.5,0.45,0.01,0.05,0,0,0,NA,0,0,NA,"1",18,7,2,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-03,"b","bn5","bn5-ii",1,"469",NA,"unknown","unknown","unknown",NA,1,140,0.5,0.45,0.01,0.05,0,0,0,NA,0,0,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-03,"b","bn5","bn5-ii",1,"469","itea omeiensis","itea","iteaceae","shrub",NA,1,140,0.5,0.45,0.01,0.05,0,0,0,NA,0,0,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-03,"b","bn5","bn5-iii",1,"200","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",1,210,0.3,0.65,0,0.05,0,0,0,NA,0,0,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200",2024,NA,NA,NA,NA,NA
2024-06-03,"b","bn5","bn5-iii",1,"200","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree",NA,1,210,0.3,0.65,0,0.05,0,0,0,NA,0,0,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200",2024,NA,NA,NA,NA,NA
2024-06-03,"b","bn5","bn5-iii",1,"140","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",1,210,0.3,0.65,0,0.05,0,0,0,NA,0,0,NA,"1",72,300,120,NA,NA,60,0.2,0.01,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-03,"b","bn5","bn5-iii",1,"140","eurya muricata","eurya","pentaphylacaceae","shrub/tree",NA,1,210,0.3,0.65,0,0.05,0,0,0,NA,0,0,NA,"1",72,300,120,NA,NA,60,0.2,0.01,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-03,"b","bn5","bn5-iii",1,"1069","itea omeiensis","itea","iteaceae","shrub","II",1,210,0.3,0.65,0,0.05,0,0,0,NA,0,0,NA,"1",103,73,25,NA,NA,11,0.150684931506849,0.01,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-03,"b","bn5","bn5-iii",1,"234","rhus chinensis","rhus","anacardiaceae","shrub/tree","ASP",1,210,0.3,0.65,0,0.05,0,0,0,NA,0,0,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-03,"b","bn5","bn5-iii",1,"234","rhus chinensis","rhus","anacardiaceae","shrub/tree",NA,1,210,0.3,0.65,0,0.05,0,0,0,NA,0,0,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-03,"b","bn5","bn5-iii",1,"1673","rhus chinensis",NA,NA,NA,NA,1,210,0.3,0.65,0,0.05,0,0,0,NA,0,0,NA,"n",88,18,10,NA,NA,1,0.0555555555555556,0.05,NA,0,0,NA,NA,"could be 234",2024,NA,NA,NA,NA,NA
2024-06-03,"b","bn5","bn5-iii",1,"???","recruit",NA,NA,NA,NA,1,210,0.3,0.65,0,0.05,0,0,0,NA,0,0,NA,"n",70,110,17,NA,NA,11,0.1,0.01,NA,0,0,NA,NA,"number not noted down, could be 200",2024,NA,NA,NA,NA,NA
2024-06-03,"b","bn5","bn5-iv",1,"780","camellia fraterna","camellia","theaceae","shrub/tree","EI",1,138,0.15,0.8,0.01,0.05,0,0,0,NA,0,0,NA,"1",85,200,20,NA,NA,30,0.15,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-03,"b","bn5","bn5-iv",1,"780","camellia fraterna","camellia","theaceae","shrub/tree",NA,1,138,0.15,0.8,0.01,0.05,0,0,0,NA,0,0,NA,"1",85,200,20,NA,NA,30,0.15,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-03,"b","bn5","bn5-iv",1,"1072","ilex ficoidea","ilex","aquifoliaceae","shrub/tree","EI",1,138,0.15,0.8,0.01,0.05,0,0,0,NA,0,0,NA,"1",59,69,1,NA,NA,4,0.0579710144927536,0.01,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-06-03,"b","bn5","bn5-iv",1,"1072","ilex ficoidea","loropetalum","hamamelidaceae","shrub",NA,1,138,0.15,0.8,0.01,0.05,0,0,0,NA,0,0,NA,"1",59,69,1,NA,NA,4,0.0579710144927536,0.01,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-i",2,"848","camellia fraterna","camellia","theaceae","shrub/tree","EI",0.55,3,0.01,0.4,0.01,0.05,0.15,0,0.15,NA,0,0.15,NA,"1",39,19,11,NA,NA,3,0.157894736842105,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-i",2,"848","camellia fraterna","camellia","theaceae","shrub/tree",NA,0.55,3,0.01,0.4,0.01,0.05,0.15,0,0.15,NA,0,0.15,NA,"1",39,19,11,NA,NA,3,0.157894736842105,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-i",2,"922","loropetalum chinense","loropetalum","hamamelidaceae","shrub","ASP",0.55,3,0.01,0.4,0.01,0.05,0.15,0,0.15,NA,0,0.15,NA,"1",57,120,12,NA,NA,6,0.05,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-i",2,"922","loropetalum chinense","loropetalum","hamamelidaceae","shrub",NA,0.55,3,0.01,0.4,0.01,0.05,0.15,0,0.15,NA,0,0.15,NA,"1",57,120,12,NA,NA,6,0.05,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-i",2,"1329","manglietia fordiana","manglietia","magnoliaceae","tree","R",0.55,3,0.01,0.4,0.01,0.05,0.15,0,0.15,NA,0,0.15,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-i",2,"708","smilax glabra","smilax","smilacaceae","shrub/liana","EI",0.55,3,0.01,0.4,0.01,0.05,0.15,0,0.15,NA,0,0.15,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"outside plot",2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-ii",2,"1235","castanopsis fargesii","castanopsis","fagaceae","tree","II",0.25,44,0.01,0.2,0,0.05,0.05,0,0.55,2,0,0.05,NA,"1",14,5,1,NA,0,0,0,NA,NA,0,0,NA,NA,"seedling",2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-ii",2,"1345","ilex ficoidea","ilex","aquifoliaceae","shrub/tree","EI",0.25,44,0.01,0.2,0,0.05,0.05,0,0.55,2,0,0.05,NA,"1",49,85,9,NA,NA,0,0,NA,NA,0,0,NA,NA,"3b",2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-ii",2,"1299","loropetalum chinense",NA,NA,NA,NA,0.25,44,0.01,0.2,0,0.05,0.05,0,0.55,2,0,0.05,NA,"1",35,100,5,NA,NA,5,0.05,NA,NA,NA,NA,NA,NA,"was 1294? open epje found",2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-ii",2,"1952","seedling",NA,NA,NA,NA,0.25,44,0.01,0.2,0,0.05,0.05,0,0.55,2,0,0.05,NA,"n",3,3,1,1,1,2,0.666666666666667,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iii",2,"889",NA,"clerodendrum","lamiaceae","shrub/tree","EI",0.15,34,0,0.01,0,0.15,0.01,0,0.85,2,0,0.01,NA,"1",21,16,7,NA,NA,5,0.3125,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iii",2,"889",NA,"clerodendrum","lamiaceae","shrub/tree",NA,0.15,34,0,0.01,0,0.15,0.01,0,0.85,2,0,0.01,NA,"1",21,16,7,NA,NA,5,0.3125,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iii",2,"939",NA,"clerodendrum","lamiaceae","shrub/tree","EI",0.15,34,0,0.01,0,0.15,0.01,0,0.85,2,0,0.01,NA,"1",24,21,14,NA,NA,1,0.0476190476190476,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iii",2,"939",NA,"clerodendrum","lamiaceae","shrub/tree",NA,0.15,34,0,0.01,0,0.15,0.01,0,0.85,2,0,0.01,NA,"1",24,21,14,NA,NA,1,0.0476190476190476,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iii",2,"893","camellia japonica","camellia","theaceae","shrub/tree","EI",0.15,34,0,0.01,0,0.15,0.01,0,0.85,2,0,0.01,NA,"1",11,9,2,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iii",2,"949","camellia japonica","camellia","theaceae","shrub/tree","EI",0.15,34,0,0.01,0,0.15,0.01,0,0.85,2,0,0.01,NA,"1",28,29,7,NA,NA,3,0.103448275862069,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iii",2,"949","camellia japonica","camellia","theaceae","shrub/tree",NA,0.15,34,0,0.01,0,0.15,0.01,0,0.85,2,0,0.01,NA,"1",28,29,7,NA,NA,3,0.103448275862069,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iii",2,"1236","camellia japonica","camellia","theaceae","shrub/tree","EI",0.15,34,0,0.01,0,0.15,0.01,0,0.85,2,0,0.01,NA,"1",14,15,2,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iii",2,"1249","camellia japonica","camellia","theaceae","shrub/tree","EI",0.15,34,0,0.01,0,0.15,0.01,0,0.85,2,0,0.01,NA,"1",22,43,12,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iii",2,"1263","camellia japonica","camellia","theaceae","shrub/tree","EI",0.15,34,0,0.01,0,0.15,0.01,0,0.85,2,0,0.01,NA,"1",15,19,2,NA,NA,3,0.157894736842105,0.01,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iii",2,"1335","camellia japonica","camellia","theaceae","shrub/tree","EI",0.15,34,0,0.01,0,0.15,0.01,0,0.85,2,0,0.01,NA,"1",12,10,3,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iii",2,"960","euonymus maxiflorus","euonymus","celastraceae","shrub/tree","EI",0.15,34,0,0.01,0,0.15,0.01,0,0.85,2,0,0.01,NA,"1",24,81,11,NA,NA,4,0.0493827160493827,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iii",2,"973","euonymus maxiflorus","euonymus","celastraceae","shrub/tree","EI",0.15,34,0,0.01,0,0.15,0.01,0,0.85,2,0,0.01,NA,"1",30,46,8,NA,NA,8,0.173913043478261,0.05,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iii",2,"973","euonymus maxiflorus","euonymus","celastraceae","shrub/tree",NA,0.15,34,0,0.01,0,0.15,0.01,0,0.85,2,0,0.01,NA,"1",30,46,8,NA,NA,8,0.173913043478261,0.05,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iii",2,"866","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",0.15,34,0,0.01,0,0.15,0.01,0,0.85,2,0,0.01,NA,"1",38,100,5,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iii",2,"866","eurya muricata","eurya","pentaphylacaceae","shrub/tree",NA,0.15,34,0,0.01,0,0.15,0.01,0,0.85,2,0,0.01,NA,"1",38,100,5,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iii",2,"1405","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",0.15,34,0,0.01,0,0.15,0.01,0,0.85,2,0,0.01,NA,"1",29,21,6,NA,NA,2,0.0952380952380952,0.01,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iii",2,"1283","ilex suaveolens","ilex","aquifoliaceae","shrub/tree","EI",0.15,34,0,0.01,0,0.15,0.01,0,0.85,2,0,0.01,NA,"1",13,6,3,NA,NA,3,0.5,0.01,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iii",2,"577","itea omeiensis","itea","iteaceae","shrub","II",0.15,34,0,0.01,0,0.15,0.01,0,0.85,2,0,0.01,NA,"1",32,8,2,NA,NA,3,0.375,0.05,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iii",2,"577","itea omeiensis","itea","iteaceae","shrub",NA,0.15,34,0,0.01,0,0.15,0.01,0,0.85,2,0,0.01,NA,"1",32,8,2,NA,NA,3,0.375,0.05,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iii",2,"986","rhaphiolepis indica","rhaphiolepis","rosaceae","shrub/tree","ASP",0.15,34,0,0.01,0,0.15,0.01,0,0.85,2,0,0.01,NA,"1",22,26,0,NA,NA,5,0.192307692307692,0.05,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iii",2,"986","rhaphiolepis indica","rhaphiolepis","rosaceae","shrub/tree",NA,0.15,34,0,0.01,0,0.15,0.01,0,0.85,2,0,0.01,NA,"1",22,26,0,NA,NA,5,0.192307692307692,0.05,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iii",2,"1638","recruit",NA,NA,NA,NA,0.15,34,0,0.01,0,0.15,0.01,0,0.85,2,0,0.01,NA,"n",17,16,3,NA,NA,1,0.0625,0.1,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iii",2,"1780","seedling",NA,NA,NA,NA,0.15,34,0,0.01,0,0.15,0.01,0,0.85,2,0,0.01,NA,"n",12,8,7,NA,NA,1,0.125,0.2,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iii",2,"1516","seedling",NA,NA,NA,NA,0.15,34,0,0.01,0,0.15,0.01,0,0.85,2,0,0.01,NA,"n",9,6,0,NA,NA,1,0.166666666666667,0.05,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iii",2,"1606","recruit",NA,NA,NA,NA,0.15,34,0,0.01,0,0.15,0.01,0,0.85,2,0,0.01,NA,"n",16,16,4,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iii",2,"1630","seedling",NA,NA,NA,NA,0.15,34,0,0.01,0,0.15,0.01,0,0.85,2,0,0.01,NA,"n",14,12,8,NA,NA,2,0.166666666666667,0.01,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iv",2,"907","fraxinus insularis","fraxinus","oleaceae","tree","EI",0.45,45,0.01,0.45,0,0.01,0,0,0.55,2,0,0,NA,"1",15,4,3,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iv",2,"907","fraxinus insularis","itea","iteaceae","shrub",NA,0.45,45,0.01,0.45,0,0.01,0,0,0.55,2,0,0,NA,"1",15,4,3,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iv",2,"1347","fraxinus insularis","fraxinus","oleaceae","tree","EI",0.45,45,0.01,0.45,0,0.01,0,0,0.55,2,0,0,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iv",2,"1304","seedling","unknown","unknown","unknown",NA,0.45,45,0.01,0.45,0,0.01,0,0,0.55,2,0,0,NA,"1",7,10,1,NA,NA,3,0.3,0.01,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","bo27","bo27-iv",2,"1306","seedling","unknown","unknown","unknown",NA,0.45,45,0.01,0.45,0,0.01,0,0,0.55,2,0,0,NA,"1",15,3,2,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-09-28,"b","bo31","bo31-i",4,"658",NA,"clerodendrum","lamiaceae","shrub/tree","EI",0.95,80,0,0.85,0.05,0.2,0.05,NA,0.95,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-09-28,"b","bo31","bo31-i",4,"658",NA,"clerodendrum","lamiaceae","shrub/tree",NA,0.95,80,0,0.85,0.05,0.2,0.05,NA,0.95,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-09-28,"b","bo31","bo31-i",4,"715",NA,"clerodendrum","lamiaceae","shrub/tree","EI",0.95,80,0,0.85,0.05,0.2,0.05,NA,0.95,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-09-28,"b","bo31","bo31-i",4,"715",NA,"clerodendrum","lamiaceae","shrub/tree",NA,0.95,80,0,0.85,0.05,0.2,0.05,NA,0.95,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
