"","date","site","plot","subplot","diversity","id","species","genus","family","growth_form","seed_source_short","type","survival","height","number_leaves","number_herb_damaged","number_fungal_damaged","number_necrotic_damaged","percent_hmin","percent_hmax","percent_fmin","percent_fmax","percent_nmin","percent_nmax","month","year","percent_herb","percent_necrose","percent_fungal","notes"
"589",2023-09-23,"b","bn5","bn5-i",1,"805","itea omeiensis","itea","iteaceae","shrub","II","sapling","1",28,32,5,0,0,0.05,0.2,NA,NA,NA,NA,9,2023,0.15625,0,0,"internal invader"
"590",2023-09-23,"b","bn5","bn5-ii",1,"1058","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI","sapling","n",45,28,9,5,0,0.01,0.1,0.01,0.1,NA,NA,9,2023,0.321428571428571,0,0.178571428571429,"external invader"
"591",2023-09-23,"b","bn5","bn5-ii",1,"1061","itea omeiensis","itea","iteaceae","shrub","II","sapling","n",28,13,6,0,0,0.01,0.7,NA,NA,NA,NA,9,2023,0.461538461538462,0,0,"internal invader"
"592",2023-09-23,"b","bn5","bn5-ii",1,"1076","itea omeiensis","itea","iteaceae","shrub","II","sapling","n",23,11,4,0,0,0.1,0.3,NA,NA,NA,NA,9,2023,0.363636363636364,0,0,"internal invader"
"593",2023-09-23,"b","bn5","bn5-ii",1,"469","unknown sp.","unknown","unknown","unknown",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2023,NA,NA,NA,NA
"594",2023-09-23,"b","bn5","bn5-ii",1,"737","itea omeiensis","itea","iteaceae","shrub","II","sapling","n",75,49,18,0,0,0.1,0.6,NA,NA,NA,NA,9,2023,0.36734693877551,0,0,"internal invader"
"595",2023-09-23,"b","bn5","bn5-ii",1,"737x","fern","fern","polypodiopsida","herb/tree",NA,NA,"x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2023,NA,NA,NA,NA
"596",2023-09-23,"b","bn5","bn5-iii",1,"1069","itea omeiensis","itea","iteaceae","shrub","II","sapling","n",104,43,17,0,3,0.01,0.4,NA,NA,0.1,0.2,9,2023,0.395348837209302,0.0697674418604651,0,"internal invader"
"597",2023-09-23,"b","bn5","bn5-iii",1,"140","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP","sapling","1",71,100,13,0,0,0.01,0.1,NA,NA,NA,NA,9,2023,0.13,0,0,"3; planted, but not at this site"
"598",2023-09-23,"b","bn5","bn5-iii",1,"200","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2023,NA,NA,NA,"external invader"
"599",2023-09-23,"b","bn5","bn5-iii",1,"234","rhus chinensis","rhus","anacardiaceae","shrub/tree","ASP","sapling","1",55,7,5,0,0,0.05,0.1,NA,NA,NA,NA,9,2023,0.714285714285714,0,0,"planted, but not at this site"
"600",2023-09-23,"b","bn5","bn5-iv",1,"1072","ilex ficoidea","ilex","aquifoliaceae","shrub/tree","EI","sapling","1",57,49,0,0,0,NA,NA,NA,NA,NA,NA,9,2023,0,0,0,"external invader"
"601",2023-09-23,"b","bn5","bn5-iv",1,"780","camellia fraterna","camellia","theaceae","shrub/tree","EI","sapling","1",89,100,37,27,0,0.01,0.2,0.01,0.05,NA,NA,9,2023,0.37,0,0.27,"3; external invader"
"602",2023-09-23,"b","br3","br3-i",4,"1063","loropetalum chinense","loropetalum","hamamelidaceae","shrub","ASP","sapling","n",33,100,30,10,0,0.01,0.2,0.01,0.1,NA,NA,9,2023,0.3,0,0.1,"3; planted, but not at this site"
"603",2023-09-23,"b","br3","br3-i",4,"1070","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","n",32,12,3,1,0,0.01,0.03,0.03,0.03,NA,NA,9,2023,0.25,0,0.0833333333333333,"external invader"
"604",2023-09-23,"b","br3","br3-i",4,"115","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2023,NA,NA,NA,"external invader"
"605",2023-09-23,"b","br3","br3-i",4,"120","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",65,69,7,0,3,0.01,0.3,NA,NA,0.01,0.05,9,2023,0.101449275362319,0.0434782608695652,0,"external invader"
"606",2023-09-23,"b","br3","br3-i",4,"146","unknown sp.","unknown","unknown","unknown",NA,"seedling","1",7,1,0,0,0,NA,NA,NA,NA,NA,NA,9,2023,0,0,0,NA
"607",2023-09-23,"b","br3","br3-i",4,"64","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",50,66,14,0,4,0.01,0.5,NA,NA,0.05,0.2,9,2023,0.212121212121212,0.0606060606060606,0,"external invader"
"608",2023-09-23,"b","br3","br3-i",4,"70","ilex suaveolens","ilex","aquifoliaceae","shrub/tree","EI","sapling","1",41,100,23,0,0,0.01,0.6,NA,NA,NA,NA,9,2023,0.23,0,0,"3; external invader"
"609",2023-09-23,"b","br3","br3-i",4,"72","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",46,74,8,0,0,0.01,0.1,NA,NA,NA,NA,9,2023,0.108108108108108,0,0,"external invader"
"610",2023-09-23,"b","br3","br3-ii",4,"103","rhus chinensis","rhus","anacardiaceae","shrub/tree","ASP","sapling","1",30,11,7,1,0,0.01,0.3,0.03,0.03,NA,NA,9,2023,0.636363636363636,0,0.0909090909090909,"planted, but not at this site"
"611",2023-09-23,"b","br3","br3-ii",4,"1051","loropetalum chinense","loropetalum","hamamelidaceae","shrub","ASP","sapling","n",39,52,2,0,0,0.01,0.05,NA,NA,NA,NA,9,2023,0.0384615384615385,0,0,"planted, but not at this site"
"612",2023-09-23,"b","br3","br3-ii",4,"25","unknown sp.","unknown","unknown","unknown","EI","sapling","1",72,100,10,7,0,0.01,0.05,0.03,0.03,NA,NA,9,2023,0.1,0,0.07,"look at photo (3); external invader"
"613",2023-09-23,"b","br3","br3-ii",4,"33","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",105,120,32,0,20,0.01,0.1,NA,NA,0.01,0.1,9,2023,0.266666666666667,0.166666666666667,0,"4; external invader"
"614",2023-09-23,"b","br3","br3-ii",4,"73","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",36,120,36,0,0,0.01,0.1,NA,NA,NA,NA,9,2023,0.3,0,0,"4; external invader"
"615",2023-09-23,"b","br3","br3-iv",4,"1065","unknown sp.","unknown","unknown","unknown",NA,"seedling","n",8,3,0,0,0,NA,NA,NA,NA,NA,NA,9,2023,0,0,0,NA
"616",2023-09-23,"b","br3","br3-iv",4,"138","loropetalum chinense","loropetalum","hamamelidaceae","shrub","ASP","sapling","1",82,100,20,0,13,0.01,0.2,NA,NA,0.01,0.1,9,2023,0.2,0.13,0,"3; planted, but not at this site"
"617",2023-09-23,"b","br3","br3-iv",4,"142","rhus chinensis","rhus","anacardiaceae","shrub/tree","ASP","sapling","1",28,4,4,0,0,0.01,0.6,NA,NA,NA,NA,9,2023,1,0,0,"planted, but not at this site"
"618",2023-09-23,"b","br3","br3-iv",4,"7","rhaphiolepis indica","rhaphiolepis","rosaceae","shrub/tree","ASP","sapling","1",40,27,3,0,0,0.01,0.1,NA,NA,NA,NA,9,2023,0.111111111111111,0,0,"planted, but not at this site"
"619",2023-09-23,"b","br3","br3-iv",4,"77","rhus chinensis","rhus","anacardiaceae","shrub/tree","ASP","sapling","1",42,7,1,7,0,0.01,0.01,0.01,0.05,NA,NA,9,2023,0.142857142857143,0,1,"planted, but not at this site"
"620",2023-09-23,"b","br3","br3-iv",4,"90","loropetalum chinense","loropetalum","hamamelidaceae","shrub","ASP","sapling","1",77,100,7,0,0,0.01,0.05,NA,NA,NA,NA,9,2023,0.07,0,0,"3; planted, but not at this site"
"621",2023-09-24,"b","bs18","bs18-ii",4,"1092","camellia fraterna","camellia","theaceae","shrub/tree","EI","sapling","n",33,51,13,0,0,0.01,0.2,NA,NA,NA,NA,9,2023,0.254901960784314,0,0,"external invader"
"622",2023-09-24,"b","bs18","bs18-ii",4,"1108","camellia fraterna","camellia","theaceae","shrub/tree","EI","sapling","n",44,45,17,0,0,0.01,0.6,NA,NA,NA,NA,9,2023,0.377777777777778,0,0,"external invader"
"623",2023-09-24,"b","bs18","bs18-ii",4,"679","itea omeiensis","itea","iteaceae","shrub","II","sapling","1",39,33,11,4,0,0.01,0.2,0.01,0.1,NA,NA,9,2023,0.333333333333333,0,0.121212121212121,"internal invader"
"624",2023-09-24,"b","bs18","bs18-ii",4,"766","camellia fraterna","camellia","theaceae","shrub/tree","EI","sapling","n",27,28,4,0,0,0.01,0.3,NA,NA,NA,NA,9,2023,0.142857142857143,0,0,"external invader"
"625",2023-09-24,"b","bs18","bs18-ii",4,"766x","albizia julibrissin","albizia","fabaceae","shrub/tree","EI",NA,"d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2023,NA,NA,NA,"external invader"
"626",2023-09-24,"b","bs18","bs18-ii",4,"845","itea omeiensis","itea","iteaceae","shrub","II","sapling","1",73,62,43,11,0,0.01,0.8,0.01,0.1,NA,NA,9,2023,0.693548387096774,0,0.17741935483871,"internal invader"
"627",2023-09-24,"b","bs18","bs18-ii.o",4,"1124","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP","sapling","1",42,150,5,0,0,0.05,0.05,NA,NA,NA,NA,9,2023,0.0333333333333333,0,0,"5; planted, but not at this site"
"628",2023-09-24,"b","bs18","bs18-ii.o",4,"1141","camellia fraterna","camellia","theaceae","shrub/tree","EI","seedling","s",4,6,1,0,0,0.4,0.4,NA,NA,NA,NA,9,2023,0.166666666666667,0,0,"seedling; external invader"
"629",2023-09-24,"b","bs18","bs18-ii.o",4,"914","itea omeiensis","itea","iteaceae","shrub","II","sapling","1",64,49,26,0,0,0.01,0.4,NA,NA,NA,NA,9,2023,0.530612244897959,0,0,"internal invader"
"630",2023-09-24,"b","bs18","bs18-iii",4,"1007","camellia fraterna","camellia","theaceae","shrub/tree","EI","sapling","n",38,15,0,4,0,NA,NA,0.01,0.05,NA,NA,9,2023,0,0,0.266666666666667,"external invader"
"631",2023-09-24,"b","bs18","bs18-iii",4,"1090","itea omeiensis","itea","iteaceae","shrub","II","sapling","n",51,36,8,0,0,0.01,0.1,NA,NA,NA,NA,9,2023,0.222222222222222,0,0,"internal invader"
"632",2023-09-24,"b","bs18","bs18-iii",4,"1099","itea omeiensis","itea","iteaceae","shrub","II","sapling","n",48,19,2,0,0,0.01,0.01,NA,NA,NA,NA,9,2023,0.105263157894737,0,0,"internal invader"
"633",2023-09-24,"b","bs18","bs18-iii",4,"1105","camellia fraterna","camellia","theaceae","shrub/tree","EI","sapling","n",58,28,5,0,0,0.01,0.05,NA,NA,NA,NA,9,2023,0.178571428571429,0,0,"external invader"
"634",2023-09-24,"b","bs18","bs18-iii",4,"1111","itea omeiensis","itea","iteaceae","shrub","II","sapling","n",51,12,8,1,0,0.01,0.05,0.2,0.2,NA,NA,9,2023,0.666666666666667,0,0.0833333333333333,"internal invader"
"635",2023-09-24,"b","bs18","bs18-iii",4,"1112","itea omeiensis","itea","iteaceae","shrub","II","sapling","n",29,22,5,5,0,0.01,0.3,0.01,0.1,NA,NA,9,2023,0.227272727272727,0,0.227272727272727,"internal invader"
"636",2023-09-24,"b","bs18","bs18-iii",4,"1115","camellia fraterna","camellia","theaceae","shrub/tree","EI","sapling","n",83,15,6,0,0,0.01,0.1,NA,NA,NA,NA,9,2023,0.4,0,0,"external invader"
"637",2023-09-24,"b","bs18","bs18-iii",4,"1131","itea omeiensis","itea","iteaceae","shrub","II","sapling","n",61,15,1,8,0,0.03,0.03,0.01,0.05,NA,NA,9,2023,0.0666666666666667,0,0.533333333333333,"internal invader"
"638",2023-09-24,"b","bs18","bs18-iii",4,"1138","camellia fraterna","camellia","theaceae","shrub/tree","EI","sapling","n",56,100,20,0,0,0.01,0.05,NA,NA,NA,NA,9,2023,0.2,0,0,"3; external invader"
"639",2023-09-24,"b","bs18","bs18-iii",4,"1144","camellia fraterna","camellia","theaceae","shrub/tree","EI","sapling","n",37,13,2,4,0,0.01,0.1,0.01,0.2,NA,NA,9,2023,0.153846153846154,0,0.307692307692308,"external invader"
"640",2023-09-24,"b","bs18","bs18-iii",4,"676","itea omeiensis","itea","iteaceae","shrub","II","sapling","1",83,18,4,0,0,0.01,0.2,NA,NA,NA,NA,9,2023,0.222222222222222,0,0,"internal invader"
"641",2023-09-24,"b","bs18","bs18-iii",4,"723","itea omeiensis","itea","iteaceae","shrub","II",NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2023,NA,NA,NA,"internal invader"
"642",2023-09-24,"b","bs18","bs18-iii",4,"873","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",80,120,12,0,0,0.05,0.5,NA,NA,NA,NA,9,2023,0.1,0,0,"4; external invader"
"643",2023-09-24,"b","bs18","bs18-iii",4,"879","itea omeiensis","itea","iteaceae","shrub","II","sapling","1",62,100,33,27,0,0.05,0.3,0.01,0.1,NA,NA,9,2023,0.33,0,0.27,"3; internal invader"
"644",2023-09-24,"b","bs18","bs18-iii.o",4,"1094","not-liquidambar","not-liquidambar",NA,"unknown","EI","sapling","r",63,35,4,26,0,0.01,0.3,0.01,0.3,NA,NA,9,2023,0.114285714285714,0,0.742857142857143,"external invader"
"645",2023-09-24,"b","bs18","bs18-iii.o",4,"1116","not-liquidambar","not-liquidambar",NA,"unknown","EI","sapling","r",33,10,0,10,0,NA,NA,0.01,0.8,NA,NA,9,2023,0,0,1,"external invader"
"646",2023-09-24,"b","bs18","bs18-iii.o",4,"1122","not-liquidambar","not-liquidambar",NA,"unknown","EI","sapling","r",39,42,3,13,0,0.01,0.03,0.01,0.1,NA,NA,9,2023,0.0714285714285714,0,0.30952380952381,"external invader"
"647",2023-09-24,"b","bs18","bs18-iii.o",4,"985","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",61,100,27,0,0,0.01,0.2,NA,NA,NA,NA,9,2023,0.27,0,0,"3; external invader"
"648",2023-09-24,"b","bs22","bs22-i",16,"1091","unknown sp.","unknown","unknown","unknown",NA,"seedling","s",5,3,0,0,0,NA,NA,NA,NA,NA,NA,9,2023,0,0,0,NA
"649",2023-09-24,"b","bs22","bs22-i",16,"1129","itea omeiensis","itea","iteaceae","shrub","II","sapling","n",31,21,2,0,1,0.01,0.05,NA,NA,0.2,0.2,9,2023,0.0952380952380952,0.0476190476190476,0,"internal invader"
"650",2023-09-24,"b","bs22","bs22-i",16,"628","itea omeiensis","itea","iteaceae","shrub","II","sapling","1",33,32,4,0,6,0.01,0.1,NA,NA,0.01,0.05,9,2023,0.125,0.1875,0,"internal invader"
"651",2023-09-24,"b","bs22","bs22-i",16,"641","itea omeiensis","itea","iteaceae","shrub","II","sapling","1",36,20,6,0,0,0.05,0.2,NA,NA,NA,NA,9,2023,0.3,0,0,"internal invader"
"652",2023-09-24,"b","bs22","bs22-i",16,"710","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",57,100,7,0,0,0.01,0.8,NA,NA,NA,NA,9,2023,0.07,0,0,"3; external invader"
"653",2023-09-24,"b","bs22","bs22-i",16,"724","itea omeiensis","itea","iteaceae","shrub","II",NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2023,NA,NA,NA,"internal invader"
"654",2023-09-24,"b","bs22","bs22-i",16,"803","schoepfia jasminodora","schoepfia","schoepfiaceae","shrub/tree","EI","sapling","1",21,7,0,6,0,NA,NA,0.01,NA,NA,NA,9,2023,0,0,0.857142857142857,"external invader"
"655",2023-09-24,"b","bs22","bs22-i",16,"841","itea omeiensis","itea","iteaceae","shrub","II","sapling","1",43,76,11,0,0,0.01,0.2,NA,NA,NA,NA,9,2023,0.144736842105263,0,0,"internal invader"
"656",2023-09-24,"b","bs22","bs22-i.o",16,"1106","unknown sp.","unknown","unknown","unknown",NA,"sapling","s",16,4,3,0,0,0.01,0.1,NA,NA,NA,NA,9,2023,0.75,0,0,NA
"657",2023-09-24,"b","bs22","bs22-i.o",16,"1119","itea omeiensis","itea","iteaceae","shrub","II","seedling","s",8,4,1,0,0,0.03,0.03,NA,NA,NA,NA,9,2023,0.25,0,0,"seedling; internal invader"
"658",2023-09-24,"b","bs22","bs22-i.o",16,"1136","itea omeiensis","itea","iteaceae","shrub","II","sapling","n",26,16,5,0,0,0.01,0.2,NA,NA,NA,NA,9,2023,0.3125,0,0,"internal invader"
"659",2023-09-24,"b","bs22","bs22-i.o",16,"1142","itea omeiensis","itea","iteaceae","shrub","II","sapling","n",36,20,8,0,2,0.01,0.2,NA,NA,0.05,0.8,9,2023,0.4,0.1,0,"internal invader"
"660",2023-09-24,"b","bs22","bs22-ii",16,"1110","camellia fraterna","camellia","theaceae","shrub/tree","EI","seedling","1",9,8,0,0,0,NA,NA,NA,NA,NA,NA,9,2023,0,0,0,"external invader"
"661",2023-09-24,"b","bs22","bs22-ii",16,"1114","itea omeiensis","itea","iteaceae","shrub","II","sapling","n",38,13,1,3,0,0.1,0.1,0.01,0.01,NA,NA,9,2023,0.0769230769230769,0,0.230769230769231,"internal invader"
"662",2023-09-24,"b","bs22","bs22-ii",16,"1120","unknown sp.","unknown","unknown","unknown",NA,"seedling","s",5,4,2,0,0,0.01,0.1,NA,NA,NA,NA,9,2023,0.5,0,0,NA
"663",2023-09-24,"b","bs22","bs22-ii",16,"1139","unknown sp.","unknown","unknown","unknown",NA,"seedling","s",6,5,0,0,0,NA,NA,NA,NA,NA,NA,9,2023,0,0,0,NA
"664",2023-09-24,"b","bs22","bs22-ii",16,"688","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP","sapling","1",53,100,10,0,0,0.01,0.05,NA,NA,NA,NA,9,2023,0.1,0,0,"3; planted, but not at this site"
"665",2023-09-24,"b","bs22","bs22-ii",16,"751","camellia sinensis","camellia","theaceae","shrub/tree","EI","sapling","1",22,17,2,0,0,0.01,0.03,NA,NA,NA,NA,9,2023,0.117647058823529,0,0,"external invader"
"666",2023-09-24,"b","bs22","bs22-ii",16,"792","itea omeiensis","itea","iteaceae","shrub","II","sapling","1",42,34,5,5,0,0.05,0.3,0.05,0.1,NA,NA,9,2023,0.147058823529412,0,0.147058823529412,"internal invader"
"667",2023-09-24,"b","bs22","bs22-ii.o",16,"1127","unknown sp.","unknown","unknown","unknown",NA,"seedling","s",8,5,2,0,1,0.01,0.1,NA,NA,0.2,0.2,9,2023,0.4,0.2,0,NA
"668",2023-09-24,"b","bs22","bs22-ii.o",16,"854","dalbergia hupeana","dalbergia","fabaceae","tree","EI","sapling","1",16,2,2,0,2,0.2,0.5,NA,NA,0.3,0.5,9,2023,1,1,0,"external invader"
"669",2023-09-24,"b","bs22","bs22-iii",16,"1096","unknown sp.","unknown","unknown","unknown",NA,NA,"h",20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2023,NA,NA,NA,NA
"670",2023-09-24,"b","bs22","bs22-iii",16,"1104","fraxinus insularis","fraxinus","oleaceae","tree","EI","seedling","n",7,2,2,0,0,0.01,0.05,NA,NA,NA,NA,9,2023,1,0,0,"external invader"
"671",2023-09-24,"b","bs22","bs22-iii",16,"1117","unknown sp.","unknown","unknown","unknown",NA,"seedling","s",10,4,4,0,0,0.01,0.1,NA,NA,NA,NA,9,2023,1,0,0,NA
"672",2023-09-24,"b","bs22","bs22-iii",16,"849","vaccinium bracteatum","vaccinium","ericaceae","shrub/tree","EI","sapling","1",79,100,7,17,0,0.01,0.05,0.01,0.2,NA,NA,9,2023,0.07,0,0.17,"3; external invader"
"673",2023-09-24,"b","bs22","bs22-iii",16,"919","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP","sapling","1",29,63,10,0,0,0.01,0.1,NA,NA,NA,NA,9,2023,0.158730158730159,0,0,"planted, but not at this site"
"674",2023-09-24,"b","bs22","bs22-iii",16,"929","itea omeiensis","itea","iteaceae","shrub","II","sapling","1",41,17,3,0,0,0.05,0.2,NA,NA,NA,NA,9,2023,0.176470588235294,0,0,"internal invader"
"675",2023-09-24,"b","bs22","bs22-iii.o",16,"1135","litsea cubeba","litsea","lauraceae","shrub/tree","EI","seedling","n",15,5,0,0,0,NA,NA,NA,NA,NA,NA,9,2023,0,0,0,"external invader"
"676",2023-09-24,"b","bs22","bs22-iii.o",16,"438","vaccinium bracteatum","vaccinium","ericaceae","shrub/tree","EI","sapling","1",106,150,110,0,15,0.01,0.5,NA,NA,0.01,0.2,9,2023,0.733333333333333,0.1,0,"5; external invader"
"677",2023-09-24,"b","bs22","bs22-iv",16,"1097","smilax china","smilax","smilacaceae","shrub/liana","EI","sapling","l",22,13,1,0,0,0.5,0.5,NA,NA,NA,NA,9,2023,0.0769230769230769,0,0,"external invader"
"678",2023-09-24,"b","bs22","bs22-iv",16,"1123","styrax odoratissimus","styrax","styracaceae","shrub/tree","EI","sapling","n",33,11,2,3,0,0.01,0.05,0.01,0.03,NA,NA,9,2023,0.181818181818182,0,0.272727272727273,"external invader"
"679",2023-09-24,"b","bs22","bs22-iv",16,"1126","camellia fraterna","camellia","theaceae","shrub/tree","EI","sapling","n",28,48,0,0,0,NA,NA,NA,NA,NA,NA,9,2023,0,0,0,"external invader"
"680",2023-09-24,"b","bs22","bs22-iv",16,"1137","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP","sapling","n",33,71,3,0,0,0.01,0.05,NA,NA,NA,NA,9,2023,0.0422535211267606,0,0,"planted, but not at this site"
"681",2023-09-24,"b","bs22","bs22-iv",16,"220","styrax odoratissimus","styrax","styracaceae","shrub/tree","EI","sapling","1",58,3,1,3,0,0.05,0.05,0.01,0.05,NA,NA,9,2023,0.333333333333333,0,1,"external invader"
"682",2023-09-24,"b","bs22","bs22-iv",16,"311","itea omeiensis","itea","iteaceae","shrub","II","sapling","1",52,16,5,0,0,0.01,0.3,NA,NA,NA,NA,9,2023,0.3125,0,0,"internal invader"
"683",2023-09-24,"b","bs22","bs22-iv",16,"622","itea omeiensis","itea","iteaceae","shrub","II","sapling","1",40,17,5,0,0,0.01,0.2,NA,NA,NA,NA,9,2023,0.294117647058824,0,0,"internal invader"
"684",2023-09-24,"b","bs22","bs22-iv",16,"630","styrax odoratissimus","styrax","styracaceae","shrub/tree","EI","sapling","1",36,3,3,3,0,0.01,0.03,0.01,0.01,NA,NA,9,2023,1,0,1,"external invader"
"685",2023-09-24,"b","bs22","bs22-iv",16,"782","styrax odoratissimus","styrax","styracaceae","shrub/tree","EI","sapling","1",36,8,6,0,0,0.01,0.1,NA,NA,NA,NA,9,2023,0.75,0,0,"external invader"
"686",2023-09-24,"b","bs22","bs22-iv",16,"815","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",62,120,60,16,0,0.01,0.1,0.01,0.05,NA,NA,9,2023,0.5,0,0.133333333333333,"4; external invader"
"687",2023-09-24,"b","bs22","bs22-iv",16,"952","ilex ficoidea","ilex","aquifoliaceae","shrub/tree","EI","sapling","1",29,43,3,0,0,0.01,0.05,NA,NA,NA,NA,9,2023,0.0697674418604651,0,0,"external invader"
"688",2023-09-24,"b","bs22","bs22-iv",16,"954","styrax odoratissimus","styrax","styracaceae","shrub/tree","EI","sapling","1",49,32,4,0,0,0.01,0.03,NA,NA,NA,NA,9,2023,0.125,0,0,"external invader"
"689",2023-09-24,"b","bs22","bs22-iv.o",16,"1085","ilex suaveolens","ilex","aquifoliaceae","shrub/tree","EI","seedling","s",14,3,0,0,0,NA,NA,NA,NA,NA,NA,9,2023,0,0,0,"seedling; external invader"
"690",2023-09-24,"b","bs22","bs22-iv.o",16,"1088","ilex suaveolens","ilex","aquifoliaceae","shrub/tree","EI","sapling","n",24,11,0,0,0,NA,NA,NA,NA,NA,NA,9,2023,0,0,0,"external invader"
"691",2023-09-24,"b","bs22","bs22-iv.o",16,"1093","ilex suaveolens","ilex","aquifoliaceae","shrub/tree","EI","sapling","n",18,5,1,0,0,0.05,0.05,NA,NA,NA,NA,9,2023,0.2,0,0,"external invader"
"692",2023-09-24,"b","bs22","bs22-iv.o",16,"463","itea omeiensis","itea","iteaceae","shrub","II","sapling","1",64,100,20,0,0,0.01,0.3,NA,NA,NA,NA,9,2023,0.2,0,0,"3; internal invader"
"693",2023-09-24,"b","bs22","bs22-iv.o",16,"675","ilex suaveolens","ilex","aquifoliaceae","shrub/tree","EI","sapling","1",78,29,6,0,0,0.05,0.3,NA,NA,NA,NA,9,2023,0.206896551724138,0,0,"note: 307; external invader"
"694",2023-09-24,"b","bv23","bv23-i",2,"1101","vaccinium bracteatum","vaccinium","ericaceae","shrub/tree","EI","sapling","n",27,33,3,2,0,0.05,0.1,0.01,0.01,NA,NA,9,2023,0.0909090909090909,0,0.0606060606060606,"external invader"
"695",2023-09-24,"b","bv23","bv23-i",2,"1102","smilax china","smilax","smilacaceae","shrub/liana","EI","sapling","l",30,7,3,0,0,0.2,0.7,NA,NA,NA,NA,9,2023,0.428571428571429,0,0,"external invader"
"696",2023-09-24,"b","bv23","bv23-i",2,"266","premna microphylla","premna","lamiaceae","shrub/tree","EI","sapling","1",36,11,2,0,0,0.05,0.1,NA,NA,NA,NA,9,2023,0.181818181818182,0,0,"external invader"
"697",2023-09-24,"b","bv23","bv23-i",2,"388","symplocos stellaris","symplocos","symplocaceae","shrub/tree","EI","sapling","1",39,16,4,3,0,0.01,0.1,0.01,0.03,NA,NA,9,2023,0.25,0,0.1875,"external invader"
"698",2023-09-24,"b","bv23","bv23-i",2,"468","premna microphylla","premna","lamiaceae","shrub/tree","EI","sapling","1",36,11,4,0,0,0.1,0.6,NA,NA,NA,NA,9,2023,0.363636363636364,0,0,"external invader"
"699",2023-09-24,"b","bv23","bv23-ii",2,"1121","rubus corchorifolius","rubus","rosaceae","shrub","EI","seedling","l",14,7,5,0,2,0.01,0.1,NA,NA,0.05,0.1,9,2023,0.714285714285714,0.285714285714286,0,"external invader"
"700",2023-09-24,"b","bv23","bv23-ii",2,"1133","smilax china","smilax","smilacaceae","shrub/liana","EI","sapling","l",26,18,10,10,0,0.01,0.9,0.01,0.2,NA,NA,9,2023,0.555555555555556,0,0.555555555555556,"external invader"
"701",2023-09-24,"b","bv23","bv23-ii",2,"1134","rhaphiolepis indica","rhaphiolepis","rosaceae","shrub/tree","ASP","sapling","n",29,100,3,0,0,0.03,0.03,NA,NA,NA,NA,9,2023,0.03,0,0,"3; planted, but not at this site"
"702",2023-09-24,"b","bv23","bv23-ii",2,"1140","itea omeiensis","itea","iteaceae","shrub","II","sapling","n",19,13,4,0,0,0.05,0.2,NA,NA,NA,NA,9,2023,0.307692307692308,0,0,"internal invader"
"703",2023-09-24,"b","bv23","bv23-ii",2,"283","itea omeiensis","itea","iteaceae","shrub","II","sapling","n",67,46,8,8,0,0.1,0.9,0.01,0.05,NA,NA,9,2023,0.173913043478261,0,0.173913043478261,"internal invader"
"704",2023-09-24,"b","bv23","bv23-ii",2,"283x","buddleja lindleyana","buddleja","scrophulariaceae","shrub","EI",NA,"d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2023,NA,NA,NA,"presumed id based on previous recollection, dead and absent in sep 23; external invader"
"705",2023-09-24,"b","bv23","bv23-ii",2,"365","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",46,23,5,0,0,0.01,0.2,NA,NA,NA,NA,9,2023,0.217391304347826,0,0,"100 3 (23ip); external invader"
