"","date","site","plot","subplot","diversity","id","species","genus","family","growth_form","seed_source_short","type","survival","height","number_leaves","number_herb_damaged","number_fungal_damaged","number_necrotic_damaged","percent_hmin","percent_hmax","percent_fmin","percent_fmax","percent_nmin","percent_nmax","notes"
"272",2023-09-17,"a","aj21","aj21-ii",2,"806","syzygium buxifolium","syzygium","myrtaceae","shrub/tree","II","sapling","1",66,150,40,0,0,0.1,0.4,NA,NA,NA,NA,"5; internal invader"
"273",2023-09-17,"a","aj21","aj21-iii",2,"277","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",26,45,17,3,0,0.01,0.2,0.01,0.2,NA,NA,"external invader"
"274",2023-09-17,"a","aj21","aj21-iii",2,"627","litsea cubeba","litsea","lauraceae","shrub/tree","EI","sapling","1",17,4,0,1,0,NA,NA,0.01,0.01,NA,NA,"external invader"
"275",2023-09-17,"a","aj21","aj21-iii",2,"791","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",26,15,3,0,1,0.01,0.5,NA,NA,0.1,NA,"external invader"
"276",2023-09-17,"a","aj21","aj21-iv",2,"14","unknown sp.","unknown","unknown","unknown",NA,"seedling","n",12,7,4,1,0,0.05,0.1,0.1,0.1,NA,NA,NA
"277",2023-09-17,"a","aj21","aj21-iv",2,"648","itea omeiensis","itea","iteaceae","shrub","ASP","sapling","1",53,20,7,3,0,0.01,0.05,0.01,0.2,NA,NA,"cut down!; planted, but not at this site"
"278",2023-09-17,"a","aj21","aj21-iv",2,"962","unknown sp.","unknown","unknown","unknown",NA,"seedling","n",4,4,0,0,0,NA,NA,NA,NA,NA,NA,NA
"279",2023-09-17,"a","al22","al22-i",16,"318","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP","seedling","1",15,100,17,57,0,0.05,0.2,0.01,0.05,NA,NA,"3; planted, but not at this site"
"280",2023-09-17,"a","al22","al22-i",16,"585","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP","sapling","n",32,54,16,35,0,0.05,0.7,0.01,0.1,NA,NA,"planted, but not at this site"
"281",2023-09-17,"a","al22","al22-i",16,"624","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP","sapling","1",39,41,15,19,0,0.01,0.2,0.01,0.05,NA,NA,"planted, but not at this site"
"282",2023-09-17,"a","al22","al22-i",16,"629","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP","sapling","1",31,100,13,17,0,0.1,0.2,0.03,0.2,NA,NA,"3; planted, but not at this site"
"283",2023-09-17,"a","al22","al22-i",16,"701","rhaphiolepis indica","rhaphiolepis","rosaceae","shrub/tree","II","sapling","n",24,59,0,18,0,NA,NA,0.01,0.2,NA,NA,"internal invader"
"284",2023-09-17,"a","al22","al22-i",16,"701x","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP",NA,"x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"same individual as 624; planted, but not at this site"
"285",2023-09-17,"a","al22","al22-i.o",16,"384","eurya muricata","eurya","pentaphylacaceae","shrub/tree","II","sapling","1",41,11,4,2,0,0.01,0.5,0.01,0.2,NA,NA,"internal invader"
"286",2023-09-17,"a","al22","al22-i.o",16,"392","distylium buxifolium","distylium","hamamelidaceae","shrub/tree","II",NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ben marked as absent but i found.; internal invader"
"287",2023-09-17,"a","al22","al22-i.o",16,"982","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI","sapling","n",35,6,6,0,0,0.2,0.5,NA,NA,NA,NA,"external invader"
"288",2023-09-17,"a","al22","al22-ii.o",16,"223","euonymus myrianthus","euonymus","celastraceae","shrub/tree","II","sapling","n",33,35,4,3,0,0.01,0.05,0.01,0.03,NA,NA,"internal invader"
"289",2023-09-17,"a","al22","al22-ii.o",16,"223x","ilex ficoidea","ilex","aquifoliaceae","shrub/tree","EI",NA,"x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"same individual as 387; external invader"
"290",2023-09-17,"a","al22","al22-ii.o",16,"282","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",43,55,1,2,0,0.2,0.2,0.2,0.2,NA,NA,"external invader"
"291",2023-09-17,"a","al22","al22-ii.o",16,"295","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP","sapling","1",86,28,3,5,0,0.6,0.9,0.01,0.4,NA,NA,"planted, but not at this site"
"292",2023-09-17,"a","al22","al22-ii.o",16,"387","ilex ficoidea","ilex","aquifoliaceae","shrub/tree","EI","sapling","1",69,100,57,40,0,0.01,0.7,0.01,0.1,NA,NA,"3; external invader"
"293",2023-09-17,"a","al22","al22-ii.o",16,"582","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",39,23,2,0,0,0.01,0.03,NA,NA,NA,NA,"external invader"
"294",2023-09-17,"a","al22","al22-iii.o",16,"790","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",29,20,5,2,0,0.01,0.1,0.01,0.03,NA,NA,"external invader"
"295",2023-09-17,"a","al22","al22-iv",16,"35","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",38,59,6,0,5,0.05,0.3,NA,NA,0.1,0.3,"external invader"
"296",2023-09-17,"a","al22","al22-iv.o",16,"569","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",40,22,5,8,0,0.01,0.3,0.01,0.4,NA,NA,"external invader"
"297",2023-09-17,"a","al22","al22-iv.o",16,"762","loropetalum chinense","loropetalum","hamamelidaceae","shrub","II","sapling","1",72,210,28,21,0,0.05,0.1,0.05,0.1,NA,NA,"7; internal invader"
"298",2023-09-17,"a","al22","al22-iv.o",16,"796","loropetalum chinense","loropetalum","hamamelidaceae","shrub","II","sapling","1",30,11,3,3,0,0.01,0.1,0.01,0.1,NA,NA,"internal invader"
"299",2023-09-17,"a","ao22","ao22-i",1,"646","smilax china","smilax","smilacaceae","shrub/liana","EI","sapling","n",26,7,2,0,0,0.01,0.05,NA,NA,NA,NA,"external invader"
"300",2023-09-17,"a","ao22","ao22-ii",1,"316","dalbergia hupeana","dalbergia","fabaceae","tree","EI","sapling","1",48,4,4,4,0,0.01,0.05,0.01,0.03,NA,NA,"external invader"
"301",2023-09-17,"a","ao22","ao22-ii",1,"623","ilex pubescens","ilex","aquifoliaceae","shrub/tree","EI","sapling","1",77,52,37,14,0,0.01,0.8,0.01,0.1,NA,NA,"external invader"
"302",2023-09-17,"a","ao22","ao22-iii",1,"647","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP","sapling","1",89,100,83,0,0,0.01,0.9,NA,NA,NA,NA,"3; planted, but not at this site"
"303",2023-09-17,"a","ao22","ao22-iii",1,"696","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",56,120,44,8,0,0.3,0.5,0.05,0.2,NA,NA,"4; external invader"
"304",2023-09-17,"a","ap19","ap19-i",4,"354","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP","sapling","1",41,62,6,7,0,0.01,0.2,0.01,0.03,NA,NA,"planted, but not at this site"
"305",2023-09-17,"a","ap19","ap19-i",4,"401","rhaphiolepis indica","rhaphiolepis","rosaceae","shrub/tree","II","sapling","1",30,64,2,0,0,0.2,0.3,NA,NA,NA,NA,"internal invader"
"306",2023-09-17,"a","ap19","ap19-i",4,"989","unknown sp.","unknown","unknown","unknown",NA,"seedling","n",12,2,0,0,2,NA,NA,NA,NA,0.1,0.1,NA
"307",2023-09-17,"a","ap19","ap19-ii",4,"222","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP","sapling","1",29,44,10,0,8,0.01,0.3,NA,NA,0.01,0.2,"planted, but not at this site"
"308",2023-09-17,"a","ap19","ap19-ii",4,"304","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP","sapling","1",65,67,9,0,8,0.01,0.03,NA,NA,0.01,0.2,"planted, but not at this site"
"309",2023-09-17,"a","ap19","ap19-ii",4,"774","syzygium buxifolium","syzygium","myrtaceae","shrub/tree","II","sapling","1",34,120,4,4,0,0.01,0.01,0.01,0.01,NA,NA,"4; internal invader"
"310",2023-09-17,"a","ap19","ap19-ii",4,"903","syzygium buxifolium","syzygium","myrtaceae","shrub/tree","II","sapling","n",49,100,0,17,0,NA,NA,0.1,0.3,NA,NA,"3; internal invader"
"311",2023-09-17,"a","ap19","ap19-iii",4,"320","nyssa sinensis","nyssa","nyssaceae","tree","R","sapling","1",44,8,6,4,0,0.01,0.7,0.01,0.1,NA,NA,"regeneration"
"312",2023-09-17,"a","ap19","ap19-iii",4,"471","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP","sapling","1",41,41,28,9,0,0.01,0.3,0.01,0.1,NA,NA,"planted, but not at this site"
"313",2023-09-17,"a","ap19","ap19-iii",4,"567","nyssa sinensis","nyssa","nyssaceae","tree","R","sapling","1",33,9,6,0,1,0.05,0.3,NA,NA,0.01,0.03,"regeneration"
"314",2023-09-17,"a","ap19","ap19-iii",4,"633","loropetalum chinense","loropetalum","hamamelidaceae","shrub","II","sapling","1",46,150,45,5,0,0.01,0.2,0.3,0.3,NA,NA,"label corrected in census; 5; internal invader"
"315",2023-09-17,"a","ap19","ap19-iii",4,"945","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP","sapling","n",22,15,12,8,0,0.05,0.7,0.05,0.2,NA,NA,"planted, but not at this site"
"316",2023-09-17,"a","ap19","ap19-iv",4,"271","castanea henryi","castanea","fagaceae","tree","R",NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"regeneration"
"317",2023-09-17,"a","ap19","ap19-iv",4,"581","eurya muricata","eurya","pentaphylacaceae","shrub/tree","II","sapling","1",40,93,22,6,50,0.01,0.03,0.01,0.03,NA,NA,"internal invader"
"318",2023-09-17,"a","ap26","ap26-i",2,"156","loropetalum chinense","loropetalum","hamamelidaceae","shrub","II","sapling","n",74,420,28,0,0,0.01,0.05,NA,NA,NA,NA,"14; internal invader"
"319",2023-09-17,"a","ap26","ap26-i",2,"201","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",41,12,0,0,0,NA,NA,NA,NA,NA,NA,"external invader"
"320",2023-09-17,"a","ap26","ap26-i",2,"348","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",62,11,2,1,0,0.01,0.03,0.03,0.03,NA,NA,"external invader"
"321",2023-09-17,"a","ap26","ap26-i",2,"814","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","n",54,10,3,0,0,0.01,0.1,NA,NA,NA,NA,"external invader"
"322",2023-09-17,"a","ap26","ap26-i",2,"929","camellia japonica","camellia","theaceae","shrub/tree","EI","sapling","n",29,150,10,5,0,0.05,0.2,0.1,0.1,NA,NA,"5; external invader"
"323",2023-09-17,"a","ap26","ap26-ii",2,"168","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",200,100,30,23,0,0.01,0.2,0.01,0.05,NA,NA,"3; external invader"
"324",2023-09-17,"a","ap26","ap26-ii",2,"275","calicarpa giraldii","calicarpa","lamiaceae","shrub/tree","EI","sapling","r",200,120,92,24,0,0.01,0.6,0.01,0.1,NA,NA,"4; external invader"
"325",2023-09-17,"a","ap26","ap26-ii",2,"428","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",113,73,16,15,0,0.01,0.5,0.01,0.6,NA,NA,"external invader"
"326",2023-09-17,"a","ap26","ap26-ii",2,"491","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",146,150,50,60,0,0.01,0.3,0.01,0.1,NA,NA,"5; external invader"
"327",2023-09-17,"a","ap26","ap26-iii",2,"245","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP","sapling","1",148,120,72,28,0,0.01,0.4,0.05,0.2,NA,NA,"4; planted, but not at this site"
"328",2023-09-17,"a","ap26","ap26-iii",2,"249","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",94,100,40,20,0,0.01,0.8,0.1,0.3,NA,NA,"3; external invader"
"329",2023-09-17,"a","ap26","ap26-iii",2,"450","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP","sapling","1",33,100,13,27,0,0.01,0.1,0.01,0.2,NA,NA,"3; planted, but not at this site"
"330",2023-09-17,"a","aq21","aq21-i",2,"112","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",19,20,0,2,0,NA,NA,0.03,0.03,NA,NA,"external invader"
"331",2023-09-17,"a","aq21","aq21-i",2,"14x","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP",NA,"d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planted, but not at this site"
"332",2023-09-17,"a","aq21","aq21-i",2,"355","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","seedling","1",13,10,0,1,0,NA,NA,0.01,0.01,NA,NA,"external invader"
"333",2023-09-17,"a","aq21","aq21-i",2,"368","ilex pubescens","ilex","aquifoliaceae","shrub/tree","EI","seedling","1",11,2,0,0,0,NA,NA,NA,NA,NA,NA,"external invader"
"334",2023-09-17,"a","aq21","aq21-i",2,"427","loropetalum chinense","loropetalum","hamamelidaceae","shrub","II","sapling","1",72,210,77,28,0,0.01,0.9,0.01,0.1,NA,NA,"label corrected in census; 7; internal invader"
"335",2023-09-17,"a","aq21","aq21-i",2,"453","ilex chinensis","ilex","aquifoliaceae","shrub/tree","EI","sapling","r",24,7,2,1,0,0.01,0.05,0.05,0.05,NA,NA,"external invader"
"336",2023-09-17,"a","aq21","aq21-i",2,"455","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP","sapling","1",147,150,15,0,20,0.05,0.3,NA,NA,0.2,1,"5; planted, but not at this site"
"337",2023-09-17,"a","aq21","aq21-i",2,"738","ilex chinensis","ilex","aquifoliaceae","shrub/tree","EI","sapling","n",61,30,5,2,0,0.01,0.1,0.01,0.1,NA,NA,"external invader"
"338",2023-09-17,"a","aq21","aq21-i",2,"948","calicarpa rubella","calicarpa","lamiaceae","shrub/tree","EI","sapling","n",78,25,3,0,0,0.01,0.03,NA,NA,NA,NA,"external invader"
"339",2023-09-17,"a","aq21","aq21-ii",2,"159","loropetalum chinense","loropetalum","hamamelidaceae","shrub","II","sapling","1",69,210,35,28,0,0.01,0.3,0.05,0.2,NA,NA,"7; internal invader"
"340",2023-09-17,"a","aq21","aq21-ii",2,"172","loropetalum chinense","loropetalum","hamamelidaceae","shrub","II","sapling","1",76,120,12,28,0,0.01,0.03,0.01,0.2,NA,NA,"4; internal invader"
"341",2023-09-17,"a","aq21","aq21-ii",2,"260","rosa sp.","rosa","rosaceae","shrub/liana","EI","sapling","1",42,58,0,26,0,NA,NA,0.01,0.05,NA,NA,"external invader"
"342",2023-09-17,"a","aq21","aq21-ii",2,"31","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP","sapling","n",20,100,3,13,0,0.2,0.2,0.01,0.2,NA,NA,"3; planted, but not at this site"
"343",2023-09-17,"a","aq21","aq21-ii",2,"484","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",96,360,72,144,0,0.05,0.1,0.01,0.1,NA,NA,"12; external invader"
"344",2023-09-17,"a","aq21","aq21-ii",2,"645","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP","sapling","n",23,67,0,0,0,NA,NA,NA,NA,NA,NA,"planted, but not at this site"
"345",2023-09-17,"a","aq21","aq21-iii",2,"328","loropetalum chinense","loropetalum","hamamelidaceae","shrub","II","sapling","1",28,73,10,0,0,0.05,0.3,NA,NA,NA,NA,"internal invader"
"346",2023-09-17,"a","aq21","aq21-iii",2,"458","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",16,10,0,0,0,NA,NA,NA,NA,NA,NA,"external invader"
"347",2023-09-17,"a","aq21","aq21-iii",2,"61","vaccinium bracteatum","vaccinium","ericaceae","shrub/tree","EI","sapling","1",50,120,68,4,0,0.01,0.05,0.01,0.01,NA,NA,"4; external invader"
"348",2023-09-17,"a","aq21","aq21-iv",2,"975","camellia japonica","camellia","theaceae","shrub/tree","EI","sapling","n",22,5,1,1,0,0.1,0.1,0.03,0.03,NA,NA,"external invader"
"349",2023-09-18,"a","af27","af27-i",4,"613","fraxinus insularis","fraxinus","oleaceae","tree","EI","sapling","n",31,29,1,0,0,0.6,0.6,NA,NA,NA,NA,"external invader"
"350",2023-09-18,"a","af27","af27-i",4,"850","buddleja lindleyana","buddleja","scrophulariaceae","shrub","EI","sapling","n",29,11,6,0,0,0.05,0.6,NA,NA,NA,NA,"external invader"
"351",2023-09-18,"a","af27","af27-ii",4,"262","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",57,77,5,4,0,0.01,0.2,0.01,0.05,NA,NA,"external invader"
"352",2023-09-18,"a","af27","af27-ii",4,"573","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",29,24,4,1,0,0.01,0.05,0.01,0.01,NA,NA,"external invader"
"353",2023-09-18,"a","af27","af27-iii",4,"1008","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","n",36,22,5,3,0,0.01,0.1,0.01,0.03,NA,NA,"external invader"
"354",2023-09-18,"a","af27","af27-iii",4,"1013","loropetalum chinense","loropetalum","hamamelidaceae","shrub","II","sapling","n",100,150,25,0,0,0.01,0.4,NA,NA,NA,NA,"5; internal invader"
"355",2023-09-18,"a","af27","af27-iii",4,"1981","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",27,47,10,10,0,0.01,0.4,0.01,0.03,NA,NA,"new label, was 418; external invader"
"356",2023-09-18,"a","af27","af27-iii",4,"294","eurya muricata","eurya","pentaphylacaceae","shrub/tree","II","sapling","1",70,100,40,0,0,0.01,0.6,NA,NA,NA,NA,"3; internal invader"
"357",2023-09-18,"a","af27","af27-iii",4,"391","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",35,47,14,0,0,0.01,0.2,NA,NA,NA,NA,"external invader"
"358",2023-09-18,"a","af27","af27-iii",4,"603","liquidambar formosana","liquidambar","altingiaceae","tree","II","sapling","1",65,100,30,0,0,0.01,0.8,NA,NA,NA,NA,"largely outside plot-disregard.; 3; internal invader"
"359",2023-09-18,"a","af27","af27-iv",4,"1024","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","n",20,6,2,0,0,0.01,0.05,NA,NA,NA,NA,"external invader"
"360",2023-09-18,"a","af27","af27-iv",4,"560","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",39,98,6,14,0,0.01,0.1,0.05,0.4,NA,NA,"external invader"
"361",2023-09-18,"a","af27","af27-iv",4,"609","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",53,100,20,0,23,0.01,0.3,NA,NA,0.01,0.1,"label found on dead branch by large unlabelled plant that corresponds more or less to the same description, assuming this is the same individual; 3; external invader"
"362",2023-09-18,"a","af27","af27-iv",4,"707","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",49,100,17,0,0,0.01,0.05,NA,NA,NA,NA,"3; external invader"
"363",2023-09-18,"a","af27","af27-iv",4,"831","liquidambar formosana","liquidambar","altingiaceae","tree","II","sapling","1",50,26,11,10,0,0.01,0.3,0.01,0.05,NA,NA,"largely outside plot-disregard.; internal invader"
"364",2023-09-18,"a","an9","an9-i",24,"1011","loropetalum chinense","loropetalum","hamamelidaceae","shrub","II","sapling","n",18,35,4,0,0,0.01,0.1,NA,NA,NA,NA,"internal invader"
"365",2023-09-18,"a","an9","an9-i",24,"709","quercus fabri","quercus","fagaceae","tree","R","seedling","1",15,43,4,3,0,0.01,0.5,0.01,0.05,NA,NA,"regeneration"
"366",2023-09-18,"a","an9","an9-i.o",24,"763","eurya muricata","eurya","pentaphylacaceae","shrub/tree","II","sapling","1",30,47,12,2,0,0.01,0.3,0.05,0.05,NA,NA,"internal invader"
"367",2023-09-18,"a","an9","an9-i.o",24,"773","eurya muricata","eurya","pentaphylacaceae","shrub/tree","II","sapling","1",25,19,5,2,0,0.01,0.2,0.1,0.3,NA,NA,"internal invader"
"368",2023-09-18,"a","an9","an9-ii",24,"329","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP","sapling","1",60,150,30,10,0,0.01,0.1,0.01,0.1,NA,NA,"5; planted, but not at this site"
"369",2023-09-18,"a","an9","an9-ii",24,"759","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP","sapling","1",49,100,10,97,0,0.01,0.05,0.01,0.3,NA,NA,"3; planted, but not at this site"
"370",2023-09-18,"a","an9","an9-ii",24,"809","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",22,29,8,6,0,0.05,0.3,0.01,0.3,NA,NA,"external invader"
"371",2023-09-18,"a","an9","an9-ii",24,"86","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP","sapling","1",64,120,12,32,0,0.05,0.2,0.1,0.3,NA,NA,"4; planted, but not at this site"
"372",2023-09-18,"a","an9","an9-ii.o",24,"1005","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP","sapling","n",20,52,10,11,0,0.01,0.3,0.01,0.3,NA,NA,"planted, but not at this site"
"373",2023-09-18,"a","an9","an9-ii.o",24,"619","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP","seedling","1",14,36,4,3,0,0.01,0.1,0.01,0.2,NA,NA,"planted, but not at this site"
"374",2023-09-18,"a","an9","an9-iii",24,"575","vaccinium bracteatum","vaccinium","ericaceae","shrub/tree","EI","sapling","1",18,13,2,0,1,0.01,0.01,NA,NA,0.03,0.03,"external invader"
"375",2023-09-18,"a","an9","an9-iii",24,"621","loropetalum chinense","loropetalum","hamamelidaceae","shrub","II","sapling","1",29,66,10,2,0,0.01,0.05,0.05,0.05,NA,NA,"internal invader"
"376",2023-09-18,"a","an9","an9-iii",24,"690","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP","sapling","1",89,150,70,45,0,0.05,0.8,0.05,0.2,NA,NA,"5; planted, but not at this site"
"377",2023-09-18,"a","an9","an9-iii.o",24,"286","vaccinium bracteatum","vaccinium","ericaceae","shrub/tree","EI","sapling","1",29,11,3,3,0,0.01,0.03,0.01,0.03,NA,NA,"external invader"
"378",2023-09-18,"a","an9","an9-iii.o",24,"600","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",58,77,9,2,0,0.05,0.2,0.05,0.1,NA,NA,"external invader"
"379",2023-09-18,"a","an9","an9-iii.o",24,"700","ardisia crenata","ardisia","primulaceae","shrub","II","sapling","1",33,62,30,0,0,0.01,0.5,NA,NA,NA,NA,"internal invader"
"380",2023-09-18,"a","an9","an9-iii.o",24,"823","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",44,33,3,0,0,0.01,0.1,NA,NA,NA,NA,"external invader"
"381",2023-09-18,"a","an9","an9-iv.o",24,"360","ilex chinensis","ilex","aquifoliaceae","shrub/tree","EI","sapling","1",20,23,8,13,0,0.05,0.6,0.01,0.2,NA,NA,"external invader"
"382",2023-09-18,"a","an9","an9-iv.o",24,"632","vaccinium bracteatum","vaccinium","ericaceae","shrub/tree","EI","sapling","1",17,10,3,2,0,0.01,0.05,0.01,0.05,NA,NA,"external invader"
"383",2023-09-18,"a","an9","an9-iv.o",24,"680","ilex chinensis","ilex","aquifoliaceae","shrub/tree","EI","sapling","1",48,29,10,4,0,0.01,0.2,0.01,0.05,NA,NA,"external invader"
"384",2023-09-18,"a","ap26","ap26-iii",2,"116","dalbergia hupeana","dalbergia","fabaceae","tree","EI","sapling","1",98,3,3,3,0,0.01,0.03,0.05,0.2,NA,NA,"external invader"
"385",2023-09-18,"a","ap26","ap26-iii",2,"169","calicarpa giraldii","calicarpa","lamiaceae","shrub/tree","EI","sapling","n",100,25,25,0,0,0.01,0.8,NA,NA,NA,NA,"external invader"
"386",2023-09-18,"a","ap26","ap26-iii",2,"486","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","r",73,71,14,0,50,0.03,0.3,NA,NA,0.01,0.03,"external invader"
"387",2023-09-18,"a","ap26","ap26-iv",2,"377","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",57,79,3,13,50,0.01,0.01,0.01,0.1,NA,NA,"external invader"
"388",2023-09-18,"a","ap26","ap26-iv",2,"474","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",46,100,13,7,0,0.03,0.5,0.01,0.01,NA,NA,"3; external invader"
"389",2023-09-18,"a","awx12","awx12-i",4,"345","calicarpa dichotoma","calicarpa","lamiaceae","shrub/tree","EI","sapling","1",91,35,29,0,5,0.01,0.95,NA,NA,0.05,0.1,"external invader"
"390",2023-09-18,"a","awx12","awx12-i",4,"451","eurya muricata","eurya","pentaphylacaceae","shrub/tree","II","sapling","1",69,100,43,0,10,0.01,0.95,NA,NA,0.05,0.1,"3; internal invader"
"391",2023-09-18,"a","awx12","awx12-i",4,"783","buddleja lindleyana","buddleja","scrophulariaceae","shrub","EI",NA,"1",72,38,7,2,0,0.01,0.5,0.2,0.2,NA,NA,"external invader"
"392",2023-09-18,"a","awx12","awx12-i",4,"941","unknown sp.","unknown","unknown","unknown",NA,NA,"x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",2023-09-18,"a","awx12","awx12-ii",4,"1287","centaurea jacea","centaurea","asteraceae","herb","EI","sapling","n",34,20,11,0,3,0.05,0.4,NA,NA,0.05,0.05,"external invader"
"394",2023-09-18,"a","awx12","awx12-ii",4,"1297","centaurea jacea","centaurea","asteraceae","herb","EI","sapling","n",28,21,1,5,0,0.03,0.03,0.05,0.15,NA,NA,"external invader"
"395",2023-09-18,"a","awx12","awx12-ii",4,"1591","centaurea jacea","centaurea","asteraceae","herb","EI","sapling","n",33,7,0,3,0,NA,NA,0.01,0.05,NA,NA,"external invader"
"396",2023-09-18,"a","awx12","awx12-ii",4,"643","camellia japonica","camellia","theaceae","shrub/tree","EI","sapling","1",56,100,23,33,0,0.01,0.4,0.01,0.2,NA,NA,"3; external invader"
"397",2023-09-18,"a","awx12","awx12-ii",4,"721","pterostyrax corymbosus","pterostyrax","styracaceae","shrub/tree","EI","sapling","1",28,8,5,4,0,0.05,0.3,0.01,0.1,NA,NA,"external invader"
"398",2023-09-18,"a","awx12","awx12-ii",4,"752","pterostyrax corymbosus","pterostyrax","styracaceae","shrub/tree","EI","seedling","n",8,7,1,3,0,0.2,0.2,0.01,0.03,NA,NA,"external invader"
"399",2023-09-18,"a","awx12","awx12-ii",4,"752x","buddleja lindleyana","buddleja","scrophulariaceae","shrub","EI",NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"external invader"
"400",2023-09-18,"a","awx12","awx12-ii",4,"812","rosa sp.","rosa","rosaceae","shrub/liana","EI","sapling","1",49,150,5,0,0,0.1,0.1,NA,NA,NA,NA,"5; external invader"
"401",2023-09-18,"a","awx12","awx12-iii",4,"339","loropetalum chinense","loropetalum","hamamelidaceae","shrub","II","sapling","1",58,100,57,0,0,0.01,0.6,NA,NA,NA,NA,"3; internal invader"
"402",2023-09-18,"a","awx12","awx12-iii",4,"380","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",40,28,10,0,5,0.01,0.1,NA,NA,0.01,0.05,"partially outside plot; external invader"
